,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9
55,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,1,"However, pre-trained language models are usually computationally expensive and memory intensive, so it is difficult to effectively execute them on some resource-restricted devices.","However, pre-trained language models are usually computationally expensive and memory intensive, so it is difficult to effectively execute them on some resource-restricted devices.",,,"['However,', 'pre-trained', 'language', 'models', 'are', 'usually', 'computationally', 'expensive', 'and', 'memory', 'intensive,', 'so', 'it', 'is', 'difficult', 'to', 'effectively', 'execute', 'them', 'on', 'some', 'resource-restricted', 'devices.']",,,,,,,,,,,,
56,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,2,"To accelerate inference and reduce model size while maintaining accuracy, we firstly propose a novel transformer distillation method that is a specially designed knowledge distillation (KD) method for transformer-based models.","To accelerate inference and reduce model size while maintaining accuracy, we firstly propose a novel transformer distillation method that is a specially designed knowledge distillation (KD) method for transformer-based models.",,,"['To', 'accelerate', 'inference', 'and', 'reduce', 'model', 'size', 'while', 'maintaining', 'accuracy,', 'we', 'firstly', 'propose', 'a', 'novel', 'transformer', 'distillation', 'method', 'that', 'is', 'a', 'specially', 'designed', 'knowledge', 'distillation', '(KD)', 'method', 'for', 'transformer-based', 'models.']",,,,,,,,,,,,
57,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,3,"By leveraging this new KD method, the plenty of knowledge encoded in a large teacher BERT can be well transferred to a small student TinyBERT.","By leveraging this new KD method , the plenty of knowledge encoded in a large teacher BERT can be well transferred to",a small student TinyBERT,.,"['By', 'leveraging', 'this', 'new', 'KD', 'method', ',', 'the', 'plenty', 'of', 'knowledge', 'encoded', 'in', 'a', 'large', 'teacher', 'BERT', 'can', 'be', 'well', 'transferred', 'to', 'a', 'small', 'student', 'TinyBERT', '.']","(22, 26)","(117, 141)",20,can be transferred,['the plenty of knowledge encoded in a large teacher BERT'],[],-1.0,0.0,91.0,115.0,91.0,115.0
58,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,3,"By leveraging this new KD method, the plenty of knowledge encoded in a large teacher BERT can be well transferred to a small student TinyBERT.","By leveraging this new KD method , the plenty of knowledge encoded in",a large teacher BERT,can be well transferred to a small student TinyBERT .,"['By', 'leveraging', 'this', 'new', 'KD', 'method', ',', 'the', 'plenty', 'of', 'knowledge', 'encoded', 'in', 'a', 'large', 'teacher', 'BERT', 'can', 'be', 'well', 'transferred', 'to', 'a', 'small', 'student', 'TinyBERT', '.']","(13, 17)","(69, 89)",16,encoded,[],[],-1.0,0.0,59.0,67.0,59.0,67.0
59,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,4,"Moreover, we introduce a new two-stage learning framework for TinyBERT, which performs transformer distillation at both the pre-training and task-specific learning stages.","Moreover , we introduce a new two - stage learning framework for",TinyBERT,", which performs transformer distillation at both the pre - training and task - specific learning stages .","['Moreover', ',', 'we', 'introduce', 'a', 'new', 'two', '-', 'stage', 'learning', 'framework', 'for', 'TinyBERT', ',', 'which', 'performs', 'transformer', 'distillation', 'at', 'both', 'the', 'pre', '-', 'training', 'and', 'task', '-', 'specific', 'learning', 'stages', '.']","(12, 13)","(64, 72)",4,introduce,"['we', ',']","['a new two - stage learning framework for TinyBERT', 'which performs transformer distillation at both the pre - training and task - specific learning stages .']",-1.0,0.0,14.0,24.0,14.0,24.0
60,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,4,"Moreover, we introduce a new two-stage learning framework for TinyBERT, which performs transformer distillation at both the pre-training and task-specific learning stages.","Moreover , we introduce","a new two - stage learning framework for TinyBERT , which performs transformer distillation at both the pre - training and task - specific learning stages",.,"['Moreover', ',', 'we', 'introduce', 'a', 'new', 'two', '-', 'stage', 'learning', 'framework', 'for', 'TinyBERT', ',', 'which', 'performs', 'transformer', 'distillation', 'at', 'both', 'the', 'pre', '-', 'training', 'and', 'task', '-', 'specific', 'learning', 'stages', '.']","(4, 30)","(23, 177)",45,introduce,"['we', ',']","['a new two - stage learning framework for TinyBERT', 'which performs transformer distillation at both the pre - training and task - specific learning stages .']",0.0,0.0,14.0,24.0,14.0,24.0
61,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,5,This framework ensures that TinyBERT can capture both the general-domain and task-specific knowledge of the teacher BERT.,This framework ensures that,TinyBERT,can capture both the general - domain and task - specific knowledge of the teacher BERT .,"['This', 'framework', 'ensures', 'that', 'TinyBERT', 'can', 'capture', 'both', 'the', 'general', '-', 'domain', 'and', 'task', '-', 'specific', 'knowledge', 'of', 'the', 'teacher', 'BERT', '.']","(4, 5)","(27, 35)",4,can capture,['TinyBERT'],"['both the general - domain and', 'task - specific knowledge of the teacher BERT']",1.0,2.0,37.0,49.0,0.0,12.0
62,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,5,This framework ensures that TinyBERT can capture both the general-domain and task-specific knowledge of the teacher BERT.,,This framework,ensures that TinyBERT can capture both the general - domain and task - specific knowledge of the teacher BERT .,"['This', 'framework', 'ensures', 'that', 'TinyBERT', 'can', 'capture', 'both', 'the', 'general', '-', 'domain', 'and', 'task', '-', 'specific', 'knowledge', 'of', 'the', 'teacher', 'BERT', '.']","(0, 2)","(0, 14)",-1,ensures,"['This', 'framework']",[],0.0,2.0,15.0,23.0,0.0,8.0
63,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,5,This framework ensures that TinyBERT can capture both the general-domain and task-specific knowledge of the teacher BERT.,This framework ensures that TinyBERT can capture both the general - domain and task - specific knowledge of,the teacher BERT,.,"['This', 'framework', 'ensures', 'that', 'TinyBERT', 'can', 'capture', 'both', 'the', 'general', '-', 'domain', 'and', 'task', '-', 'specific', 'knowledge', 'of', 'the', 'teacher', 'BERT', '.']","(18, 21)","(107, 123)",12,can capture,['TinyBERT'],"['both the general - domain and', 'task - specific knowledge of the teacher BERT']",-1.0,0.0,37.0,49.0,37.0,49.0
64,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,6,"TinyBERT is empirically effective and achieves comparable results with BERT in GLUE datasets, while being 7.5x smaller and 9.4x faster on inference.",,TinyBERT,"is empirically effective and achieves comparable results with BERT in GLUE datasets , while being 7.5x smaller and 9.4x faster on inference .","['TinyBERT', 'is', 'empirically', 'effective', 'and', 'achieves', 'comparable', 'results', 'with', 'BERT', 'in', 'GLUE', 'datasets', ',', 'while', 'being', '7.5x', 'smaller', 'and', '9.4x', 'faster', 'on', 'inference', '.']","(0, 1)","(0, 8)",4,is,['TinyBERT'],[],1.0,2.0,9.0,12.0,0.0,3.0
65,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,6,"TinyBERT is empirically effective and achieves comparable results with BERT in GLUE datasets, while being 7.5x smaller and 9.4x faster on inference.",TinyBERT is empirically effective and achieves comparable results with,BERT,"in GLUE datasets , while being 7.5x smaller and 9.4x faster on inference .","['TinyBERT', 'is', 'empirically', 'effective', 'and', 'achieves', 'comparable', 'results', 'with', 'BERT', 'in', 'GLUE', 'datasets', ',', 'while', 'being', '7.5x', 'smaller', 'and', '9.4x', 'faster', 'on', 'inference', '.']","(9, 10)","(70, 74)",0,,,,,,,,,
66,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Abstract,7,"TinyBERT is also significantly better than state-of-the-art baselines, even with only about 28% parameters and 31% inference time of baselines",,TinyBERT,"is also significantly better than state - of - the - art baselines , even with only about 28 % parameters and 31 % inference time of baselines","['TinyBERT', 'is', 'also', 'significantly', 'better', 'than', 'state', '-', 'of', '-', 'the', '-', 'art', 'baselines', ',', 'even', 'with', 'only', 'about', '28', '%', 'parameters', 'and', '31', '%', 'inference', 'time', 'of', 'baselines']","(0, 1)","(0, 8)",4,is,['TinyBERT'],"['also significantly better than state - of - the - art baselines , even with only about 28 % parameters and 31 % inference time of baselines']",1.0,2.0,9.0,12.0,0.0,3.0
67,https://www.semanticscholar.org/paper/TinyBERT%3A-Distilling-BERT-for-Natural-Language-Jiao-Yin/0cbf97173391b0430140117027edcaf1a37968c7,8,Title,0,TinyBERT: Distilling BERT for Natural Language Understanding.,,TinyBERT,: Distilling BERT for Natural Language Understanding .,"['TinyBERT', ':', 'Distilling', 'BERT', 'for', 'Natural', 'Language', 'Understanding', '.']","(0, 1)","(0, 8)",4,,,,,,,,,
68,https://www.semanticscholar.org/paper/Fine-tune-BERT-for-Extractive-Summarization-Liu/a10a6495723ea8c928680ecdd61714f5750586c3,9,Abstract,0,"BERT, a pre-trained Transformer model, has achieved ground-breaking performance on multiple NLP tasks.",,BERT,", a pre-trained Transformer model , has achieved ground-breaking performance on multiple NLP tasks .","['BERT', ',', 'a', 'pre-trained', 'Transformer', 'model', ',', 'has', 'achieved', 'ground-breaking', 'performance', 'on', 'multiple', 'NLP', 'tasks', '.']","(0, 1)","(0, 4)",0,has achieved,"['BERT , a pre - trained Transformer model ,']",[],1.0,2.0,43.0,56.0,38.0,51.0
69,https://www.semanticscholar.org/paper/Fine-tune-BERT-for-Extractive-Summarization-Liu/a10a6495723ea8c928680ecdd61714f5750586c3,9,Abstract,1,"In this paper, we describe BERTSUM, a simple variant of BERT, for extractive summarization.","In this paper , we describe",BERTSUM,", a simple variant of BERT , for extractive summarization .","['In', 'this', 'paper', ',', 'we', 'describe', 'BERTSUM', ',', 'a', 'simple', 'variant', 'of', 'BERT', ',', 'for', 'extractive', 'summarization', '.']","(6, 7)","(27, 34)",0,describe,['we'],"['BERTSUM , a simple variant of BERT ,']",-1.0,0.0,19.0,28.0,19.0,28.0
70,https://www.semanticscholar.org/paper/Fine-tune-BERT-for-Extractive-Summarization-Liu/a10a6495723ea8c928680ecdd61714f5750586c3,9,Abstract,2,"Our system is the state of the art on the CNN/Dailymail dataset, outperforming the previous best-performed system by 1.65 on ROUGE-L.","Our system is the state of the art on the CNN/Dailymail dataset, outperforming the previous best-performed system by 1.65 on ROUGE-L.",,,"['Our', 'system', 'is', 'the', 'state', 'of', 'the', 'art', 'on', 'the', 'CNN/Dailymail', 'dataset,', 'outperforming', 'the', 'previous', 'best-performed', 'system', 'by', '1.65', 'on', 'ROUGE-L.']",,,,,,,,,,,,
71,https://www.semanticscholar.org/paper/Fine-tune-BERT-for-Extractive-Summarization-Liu/a10a6495723ea8c928680ecdd61714f5750586c3,9,Abstract,3,The codes to reproduce our results are available at this https URL,The codes to reproduce our results are available at this https URL,,,"['The', 'codes', 'to', 'reproduce', 'our', 'results', 'are', 'available', 'at', 'this', 'https', 'URL']",,,,,,,,,,,,
72,https://www.semanticscholar.org/paper/Fine-tune-BERT-for-Extractive-Summarization-Liu/a10a6495723ea8c928680ecdd61714f5750586c3,9,Title,0,Fine-tune BERT for Extractive Summarization.,Fine-tune,BERT,for Extractive Summarization .,"['Fine-tune', 'BERT', 'for', 'Extractive', 'Summarization', '.']","(1, 2)","(9, 13)",0,,,,,,,,,
73,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,0,Question-answering plays an important role in e-commerce as it allows potential customers to actively seek crucial information about products or services to help their purchase decision making.,Question-answering plays an important role in e-commerce as it allows potential customers to actively seek crucial information about products or services to help their purchase decision making.,,,"['Question-answering', 'plays', 'an', 'important', 'role', 'in', 'e-commerce', 'as', 'it', 'allows', 'potential', 'customers', 'to', 'actively', 'seek', 'crucial', 'information', 'about', 'products', 'or', 'services', 'to', 'help', 'their', 'purchase', 'decision', 'making.']",,,,,,,,,,,,
74,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,1,"Inspired by the recent success of machine reading comprehension (MRC) on formal documents, this paper explores the potential of turning customer reviews into a large source of knowledge that can be exploited to answer user questions.~We call this problem Review Reading Comprehension (RRC).","Inspired by the recent success of machine reading comprehension (MRC) on formal documents, this paper explores the potential of turning customer reviews into a large source of knowledge that can be exploited to answer user questions.~We call this problem Review Reading Comprehension (RRC).",,,"['Inspired', 'by', 'the', 'recent', 'success', 'of', 'machine', 'reading', 'comprehension', '(MRC)', 'on', 'formal', 'documents,', 'this', 'paper', 'explores', 'the', 'potential', 'of', 'turning', 'customer', 'reviews', 'into', 'a', 'large', 'source', 'of', 'knowledge', 'that', 'can', 'be', 'exploited', 'to', 'answer', 'user', 'questions.~We', 'call', 'this', 'problem', 'Review', 'Reading', 'Comprehension', '(RRC).']",,,,,,,,,,,,
75,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,2,"To the best of our knowledge, no existing work has been done on RRC.","To the best of our knowledge, no existing work has been done on RRC.",,,"['To', 'the', 'best', 'of', 'our', 'knowledge,', 'no', 'existing', 'work', 'has', 'been', 'done', 'on', 'RRC.']",,,,,,,,,,,,
76,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,3,"In this work, we first build an RRC dataset called ReviewRC based on a popular benchmark for aspect-based sentiment analysis.","In this work, we first build an RRC dataset called ReviewRC based on a popular benchmark for aspect-based sentiment analysis.",,,"['In', 'this', 'work,', 'we', 'first', 'build', 'an', 'RRC', 'dataset', 'called', 'ReviewRC', 'based', 'on', 'a', 'popular', 'benchmark', 'for', 'aspect-based', 'sentiment', 'analysis.']",,,,,,,,,,,,
77,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,4,"Since ReviewRC has limited training examples for RRC (and also for aspect-based sentiment analysis), we then explore a novel post-training approach on the popular language model BERT to enhance the performance of fine-tuning of BERT for RRC.","Since ReviewRC has limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore a novel post - training approach on",the popular language model BERT,to enhance the performance of fine - tuning of BERT for RRC .,"['Since', 'ReviewRC', 'has', 'limited', 'training', 'examples', 'for', 'RRC', '(', 'and', 'also', 'for', 'aspect', '-', 'based', 'sentiment', 'analysis', ')', ',', 'we', 'then', 'explore', 'a', 'novel', 'post', '-', 'training', 'approach', 'on', 'the', 'popular', 'language', 'model', 'BERT', 'to', 'enhance', 'the', 'performance', 'of', 'fine', '-', 'tuning', 'of', 'BERT', 'for', 'RRC', '.']","(29, 34)","(157, 188)",27,explore,[],"['a novel post - training approach on the popular language model BERT', 'to enhance the performance of fine - tuning of BERT for RRC']",-1.0,0.0,114.0,122.0,114.0,122.0
78,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,4,"Since ReviewRC has limited training examples for RRC (and also for aspect-based sentiment analysis), we then explore a novel post-training approach on the popular language model BERT to enhance the performance of fine-tuning of BERT for RRC.","Since ReviewRC has limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore a novel post - training approach on the popular language model BERT to enhance the performance of fine - tuning of",BERT,for RRC .,"['Since', 'ReviewRC', 'has', 'limited', 'training', 'examples', 'for', 'RRC', '(', 'and', 'also', 'for', 'aspect', '-', 'based', 'sentiment', 'analysis', ')', ',', 'we', 'then', 'explore', 'a', 'novel', 'post', '-', 'training', 'approach', 'on', 'the', 'popular', 'language', 'model', 'BERT', 'to', 'enhance', 'the', 'performance', 'of', 'fine', '-', 'tuning', 'of', 'BERT', 'for', 'RRC', '.']","(43, 44)","(236, 240)",0,enhance,['to'],['the performance of fine - tuning of BERT for RRC'],-1.0,0.0,193.0,201.0,193.0,201.0
79,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,4,"Since ReviewRC has limited training examples for RRC (and also for aspect-based sentiment analysis), we then explore a novel post-training approach on the popular language model BERT to enhance the performance of fine-tuning of BERT for RRC.","Since ReviewRC has limited training examples for RRC ( and also for aspect - based sentiment analysis ) , we then explore",a novel post - training approach on the popular language model BERT,to enhance the performance of fine - tuning of BERT for RRC .,"['Since', 'ReviewRC', 'has', 'limited', 'training', 'examples', 'for', 'RRC', '(', 'and', 'also', 'for', 'aspect', '-', 'based', 'sentiment', 'analysis', ')', ',', 'we', 'then', 'explore', 'a', 'novel', 'post', '-', 'training', 'approach', 'on', 'the', 'popular', 'language', 'model', 'BERT', 'to', 'enhance', 'the', 'performance', 'of', 'fine', '-', 'tuning', 'of', 'BERT', 'for', 'RRC', '.']","(22, 34)","(121, 188)",63,explore,[],"['a novel post - training approach on the popular language model BERT', 'to enhance the performance of fine - tuning of BERT for RRC']",-1.0,0.0,114.0,122.0,114.0,122.0
80,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,5,"To show the generality of the approach, the proposed post-training is also applied to some other review-based tasks such as aspect extraction and aspect sentiment classification in aspect-based sentiment analysis.",To show the generality of,the approach,", the proposed post - training is also applied to some other review - based tasks such as aspect extraction and aspect sentiment classification in aspect - based sentiment analysis .","['To', 'show', 'the', 'generality', 'of', 'the', 'approach', ',', 'the', 'proposed', 'post', '-', 'training', 'is', 'also', 'applied', 'to', 'some', 'other', 'review', '-', 'based', 'tasks', 'such', 'as', 'aspect', 'extraction', 'and', 'aspect', 'sentiment', 'classification', 'in', 'aspect', '-', 'based', 'sentiment', 'analysis', '.']","(5, 7)","(25, 37)",-1,To show,[],"['the generality of the approach , the proposed post - training']",-1.0,0.0,0.0,8.0,0.0,8.0
81,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,5,"To show the generality of the approach, the proposed post-training is also applied to some other review-based tasks such as aspect extraction and aspect sentiment classification in aspect-based sentiment analysis.","To show the generality of the approach ,",the proposed post - training,is also applied to some other review - based tasks such as aspect extraction and aspect sentiment classification in aspect - based sentiment analysis .,"['To', 'show', 'the', 'generality', 'of', 'the', 'approach', ',', 'the', 'proposed', 'post', '-', 'training', 'is', 'also', 'applied', 'to', 'some', 'other', 'review', '-', 'based', 'tasks', 'such', 'as', 'aspect', 'extraction', 'and', 'aspect', 'sentiment', 'classification', 'in', 'aspect', '-', 'based', 'sentiment', 'analysis', '.']","(8, 13)","(40, 68)",-1,To show,[],"['the generality of the approach , the proposed post - training']",-1.0,0.0,0.0,8.0,0.0,8.0
82,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,6,Experimental results demonstrate that the proposed post-training is highly effective.,Experimental results demonstrate that,the proposed post - training,is highly effective .,"['Experimental', 'results', 'demonstrate', 'that', 'the', 'proposed', 'post', '-', 'training', 'is', 'highly', 'effective', '.']","(4, 9)","(37, 65)",-1,demonstrate,[],[],-1.0,0.0,21.0,33.0,21.0,33.0
83,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Abstract,7,The datasets and code are available at this https URL,The datasets and code are available at this https URL,,,"['The', 'datasets', 'and', 'code', 'are', 'available', 'at', 'this', 'https', 'URL']",,,,,,,,,,,,
84,https://www.semanticscholar.org/paper/BERT-Post-Training-for-Review-Reading-Comprehension-Xu-Liu/a4bc4b98a917174ac2ab14bd5e66d64306079ab5,10,Title,0,BERT Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis.,,BERT,Post-Training for Review Reading Comprehension and Aspect-based Sentiment Analysis .,"['BERT', 'Post-Training', 'for', 'Review', 'Reading', 'Comprehension', 'and', 'Aspect-based', 'Sentiment', 'Analysis', '.']","(0, 1)","(0, 4)",0,,,,,,,,,
85,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,0,Language model pre-training has proven to be useful in learning universal language representations.,Language model pre-training has proven to be useful in learning universal language representations.,,,"['Language', 'model', 'pre-training', 'has', 'proven', 'to', 'be', 'useful', 'in', 'learning', 'universal', 'language', 'representations.']",,,,,,,,,,,,
86,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,1,"As a state-of-the-art language model pre-training model, BERT (Bidirectional Encoder Representations from Transformers) has achieved amazing results in many language understanding tasks.","As a state - of - the - art language model pre - training model ,",BERT ( Bidirectional Encoder Representations from Transformers ),has achieved amazing results in many language understanding tasks .,"['As', 'a', 'state', '-', 'of', '-', 'the', '-', 'art', 'language', 'model', 'pre', '-', 'training', 'model', ',', 'BERT', '(', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', ')', 'has', 'achieved', 'amazing', 'results', 'in', 'many', 'language', 'understanding', 'tasks', '.']","(16, 24)","(65, 129)",0,achieved,"['BERT ( Bidirectional Encoder Representations from Transformers )', 'As', 'a state - of - the - art language model pre - training model ,', 'has']","['amazing results in many language understanding tasks', '.']",1.0,2.0,135.0,144.0,4.0,13.0
87,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of",BERT,on text classification task and provide a general solution for BERT fine - tuning .,"['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(16, 17)","(99, 103)",0,to investigate,[],['different fine - tuning methods of BERT on text classification task and provide a general solution for BERT fine - tuning'],-1.0,0.0,50.0,65.0,50.0,65.0
88,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide a general solution for",BERT,fine - tuning .,"['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(27, 28)","(167, 171)",0,provide,[],['a general solution for BERT fine - tuning'],-1.0,0.0,137.0,145.0,137.0,145.0
89,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,2,"In this paper, we conduct exhaustive experiments to investigate different fine-tuning methods of BERT on text classification task and provide a general solution for BERT fine-tuning.","In this paper , we conduct exhaustive experiments to investigate different fine - tuning methods of BERT on text classification task and provide",a general solution for BERT fine - tuning,.,"['In', 'this', 'paper', ',', 'we', 'conduct', 'exhaustive', 'experiments', 'to', 'investigate', 'different', 'fine', '-', 'tuning', 'methods', 'of', 'BERT', 'on', 'text', 'classification', 'task', 'and', 'provide', 'a', 'general', 'solution', 'for', 'BERT', 'fine', '-', 'tuning', '.']","(23, 31)","(144, 185)",23,provide,[],['a general solution for BERT fine - tuning'],-1.0,0.0,137.0,145.0,137.0,145.0
90,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Abstract,3,"Finally, the proposed solution obtains new state-of-the-art results on eight widely-studied text classification datasets","Finally ,",the proposed solution,obtains new state - of - the - art results on eight widely - studied text classification datasets,"['Finally', ',', 'the', 'proposed', 'solution', 'obtains', 'new', 'state', '-', 'of', '-', 'the', '-', 'art', 'results', 'on', 'eight', 'widely', '-', 'studied', 'text', 'classification', 'datasets']","(2, 5)","(9, 30)",-1,,,,,,,,,
91,https://www.semanticscholar.org/paper/How-to-Fine-Tune-BERT-for-Text-Classification-Sun-Qiu/a022bda79947d1f656a1164003c1b3ae9a843df9,11,Title,0,How to Fine-Tune BERT for Text Classification?.,How to Fine-Tune,BERT,for Text Classification ? .,"['How', 'to', 'Fine-Tune', 'BERT', 'for', 'Text', 'Classification', '?', '.']","(3, 4)","(16, 20)",0,,,,,,,,,
92,https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,0,"We show that BERT (Devlin et al., 2018) is a Markov random field language model.",We show that,BERT,"( Devlin et al . , 2018 ) is a Markov random field language model .","['We', 'show', 'that', 'BERT', '(', 'Devlin', 'et', 'al', '.', ',', '2018', ')', 'is', 'a', 'Markov', 'random', 'field', 'language', 'model', '.']","(3, 4)","(12, 16)",0,show,['We'],"['that BERT ( Devlin et al . , 2018 )', 'is a Markov random field language model', '.']",-1.0,0.0,3.0,8.0,3.0,8.0
93,https://www.semanticscholar.org/paper/BERT-has-a-Mouth%2C-and-It-Must-Speak%3A-BERT-as-a-Wang-Cho/d79ac7a7bafdc9a782fb8c53285ca11c7f2e3f18,12,Abstract,1,This formulation gives way to a natural procedure to sample sentences from BERT.,This formulation gives way to a natural procedure to sample sentences from,BERT,.,"['This', 'formulation', 'gives', 'way', 'to', 'a', 'natural', 'procedure', 'to', 'sample', 'sentences', 'from', 'BERT', '.']","(12, 13)","(74, 78)",0,gives,"['This', 'formulation']","['way', 'to a natural procedure to sample sentences from BERT', '.']",-1.0,0.0,17.0,23.0,17.0,23.0
