,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
45,"Advances in parallel computing as well as in cloud computing, made it possible to train these models with growing capacities in the same or even in shorter time than previously established models.",,,S,"['NP', 'VP', '.']",Advances,0.0,0.0,8.0,0.0,8.0,"[(0, 8)]",made,0.0,63.0,67.0,63.0,67.0,"[(63, 67)]",['Advances'],"['made', 'train']",,,,,,,,,,made,made,[],"['it possible to train these models with growing capacities in the same or even in shorter time than previously established models', '.']",0,63,68,63,68,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,4,"Advances in parallel computing as well as in cloud computing, made it possible to train these models with growing capacities in the same or even in shorter time than previously established models.","['Advances', 'in', 'parallel', 'computing', 'as', 'well', 'as', 'in', 'cloud', 'computing,', 'made', 'it', 'possible', 'to', 'train', 'these', 'models', 'with', 'growing', 'capacities', 'in', 'the', 'same', 'or', 'even', 'in', 'shorter', 'time', 'than', 'previously', 'established', 'models.']",,,
46,These three developments agglomerate in new state-of-the-art (SOTA) results being revealed in a higher and higher frequency.,,,S,"['NP', 'VP', '.']",These developments,0.0,0.0,24.0,0.0,24.0,"[(0, 5), (12, 24)]",agglomerate,0.0,25.0,36.0,25.0,36.0,"[(25, 36)]","['These', 'developments']",['agglomerate'],,,,,,,,,,These,These,[],['three developments agglomerate in new state - of - the - art ( SOTA ) results being revealed in a higher and higher frequency .'],0,0,6,0,6,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,5,These three developments agglomerate in new state-of-the-art (SOTA) results being revealed in a higher and higher frequency.,"['These', 'three', 'developments', 'agglomerate', 'in', 'new', 'state-of-the-art', '(SOTA)', 'results', 'being', 'revealed', 'in', 'a', 'higher', 'and', 'higher', 'frequency.']",,,
47,"It is not always obvious where these improvements originate from, as it is not possible to completely disentangle the contributions of the three driving forces.",,,S,"['NP', 'VP', '.']",It,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",is,0.0,3.0,5.0,3.0,5.0,"[(3, 5)]",['It'],['is'],,,,,,,,,,obvious,obvious,"['It', 'is .', 'always']",[],0,17,25,17,25,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,6,"It is not always obvious where these improvements originate from, as it is not possible to completely disentangle the contributions of the three driving forces.","['It', 'is', 'not', 'always', 'obvious', 'where', 'these', 'improvements', 'originate', 'from,', 'as', 'it', 'is', 'not', 'possible', 'to', 'completely', 'disentangle', 'the', 'contributions', 'of', 'the', 'three', 'driving', 'forces.']",,,
48,"We set ourselves to providing a clear and concise overview on several large pre-trained language models, which achieved SOTA results in the last two years, with respect to their use of new architectures and resources.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",set,0.0,3.0,6.0,3.0,6.0,"[(3, 6)]",['We'],['set'],,,,,,,,,,set,set,[],"['We ourselves to providing a clear and concise overview on several large pre - trained language models , which achieved SOTA results in the last two years , with respect to their use of new architectures and resources']",0,3,7,3,7,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,7,"We set ourselves to providing a clear and concise overview on several large pre-trained language models, which achieved SOTA results in the last two years, with respect to their use of new architectures and resources.","['We', 'set', 'ourselves', 'to', 'providing', 'a', 'clear', 'and', 'concise', 'overview', 'on', 'several', 'large', 'pre-trained', 'language', 'models,', 'which', 'achieved', 'SOTA', 'results', 'in', 'the', 'last', 'two', 'years,', 'with', 'respect', 'to', 'their', 'use', 'of', 'new', 'architectures', 'and', 'resources.']",,,
49,We want to clarify for the reader where the differences between the models are and we furthermore attempt to gain some insight into the single contributions of lexical/computational improvements as well as of architectural changes.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",want,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],"['want', 'clarify', 'attempt', 'gain']",,,,,,,,,,want,want,['We'],[],0,3,8,3,8,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,8,We want to clarify for the reader where the differences between the models are and we furthermore attempt to gain some insight into the single contributions of lexical/computational improvements as well as of architectural changes.,"['We', 'want', 'to', 'clarify', 'for', 'the', 'reader', 'where', 'the', 'differences', 'between', 'the', 'models', 'are', 'and', 'we', 'furthermore', 'attempt', 'to', 'gain', 'some', 'insight', 'into', 'the', 'single', 'contributions', 'of', 'lexical/computational', 'improvements', 'as', 'well', 'as', 'of', 'architectural', 'changes.']",,,
50,"We explicitly do not intend to quantify these contributions, but rather see our work as an overview in order to identify potential starting points for benchmark comparisons.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",do intend but see,0.0,14.0,76.0,14.0,76.0,"[(14, 16), (21, 27), (62, 65), (73, 76)]",['We'],"['do', 'intend', 'quantify', 'see']",,,,,,,,,,intend,do intend,"['We', 'explicitly']","['but rather see our work as an overview in order to identify potential starting points for benchmark comparisons', '.']",0,14,28,14,28,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,9,"We explicitly do not intend to quantify these contributions, but rather see our work as an overview in order to identify potential starting points for benchmark comparisons.","['We', 'explicitly', 'do', 'not', 'intend', 'to', 'quantify', 'these', 'contributions,', 'but', 'rather', 'see', 'our', 'work', 'as', 'an', 'overview', 'in', 'order', 'to', 'identify', 'potential', 'starting', 'points', 'for', 'benchmark', 'comparisons.']",,,
51,"Furthermore, we tentatively want to point at potential possibilities for improvement in the field of open-sourcing and reproducible research.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,"[(14, 16)]",want,0.0,29.0,33.0,29.0,33.0,"[(29, 33)]",['we'],"['want', 'point']",,,,,,,,,,want,want,"['Furthermore', ',', 'we']",[],0,29,34,29,34,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Abstract,10,"Furthermore, we tentatively want to point at potential possibilities for improvement in the field of open-sourcing and reproducible research.","['Furthermore,', 'we', 'tentatively', 'want', 'to', 'point', 'at', 'potential', 'possibilities', 'for', 'improvement', 'in', 'the', 'field', 'of', 'open-sourcing', 'and', 'reproducible', 'research.']",,,
52,On the Comparability of Pre-trained Language Models.,,,PP,"['PP', '.']",,,,,,,[],,,,,,,[],[],[],,,,,,,,,,Language,Language,[],['the Comparability of Pre - trained Models'],0,38,47,38,47,,,,,https://www.semanticscholar.org/paper/On-the-Comparability-of-Pre-trained-Language-Models-A%C3%9Fenmacher-Heumann/86bd570007c863c147eb9c13f00fc6908f6b3fc9,4,Title,0,On the Comparability of Pre-trained Language Models.,"['On', 'the', 'Comparability', 'of', 'Pre-trained', 'Language', 'Models.']",,,
53,"Language model pre-training has been shown to capture a surprising amount of world knowledge, crucial for NLP tasks such as question answering.",,,S,"['NP', 'VP', '.']",Language model - training,0.0,0.0,29.0,0.0,29.0,"[(0, 8), (9, 14), (19, 20), (21, 29)]",has been shown,0.0,30.0,44.0,30.0,44.0,"[(30, 33), (34, 38), (39, 44)]","['Language', 'model', '-', 'training']","['has', 'been', 'shown', 'capture']",,,,,,,,,,shown,has been shown,['Language model pre - training'],[],0,30,45,30,45,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,0,"Language model pre-training has been shown to capture a surprising amount of world knowledge, crucial for NLP tasks such as question answering.","['Language', 'model', 'pre-training', 'has', 'been', 'shown', 'to', 'capture', 'a', 'surprising', 'amount', 'of', 'world', 'knowledge,', 'crucial', 'for', 'NLP', 'tasks', 'such', 'as', 'question', 'answering.']",,,
54,"However, this knowledge is stored implicitly in the parameters of a neural network, requiring ever-larger networks to cover more facts.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",this knowledge,0.0,10.0,24.0,10.0,24.0,"[(10, 14), (15, 24)]",is stored requiring,0.0,25.0,95.0,25.0,95.0,"[(25, 27), (28, 34), (86, 95)]","['this', 'knowledge']","['is', 'stored', 'requiring', 'cover']",,,,,,,,,,stored,is stored,"['However', ', this knowledge']","[',']",0,25,35,25,35,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,1,"However, this knowledge is stored implicitly in the parameters of a neural network, requiring ever-larger networks to cover more facts.","['However,', 'this', 'knowledge', 'is', 'stored', 'implicitly', 'in', 'the', 'parameters', 'of', 'a', 'neural', 'network,', 'requiring', 'ever-larger', 'networks', 'to', 'cover', 'more', 'facts.']",,,
55,"To capture knowledge in a more modular and interpretable way, we augment language model pre-training with a latent knowledge retriever, which allows the model to retrieve and attend over documents from a large corpus such as Wikipedia, used during pre-training, fine-tuning and inference.",,,S,"['S', ',', 'NP', 'VP', '.']",we,0.0,63.0,65.0,63.0,65.0,"[(63, 65)]",augment,0.0,66.0,73.0,66.0,73.0,"[(66, 73)]",['we'],"['capture', 'augment']",,,,,,,,,,model,model,"['To capture knowledge in a more modular and interpretable way , we augment , which allows the model to retrieve and attend over documents from a large corpus such as Wikipedia , used during pre - training , fine - tuning and inference .', 'language']","['pre -', 'training with a latent knowledge retriever']",0,83,89,83,89,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,2,"To capture knowledge in a more modular and interpretable way, we augment language model pre-training with a latent knowledge retriever, which allows the model to retrieve and attend over documents from a large corpus such as Wikipedia, used during pre-training, fine-tuning and inference.","['To', 'capture', 'knowledge', 'in', 'a', 'more', 'modular', 'and', 'interpretable', 'way,', 'we', 'augment', 'language', 'model', 'pre-training', 'with', 'a', 'latent', 'knowledge', 'retriever,', 'which', 'allows', 'the', 'model', 'to', 'retrieve', 'and', 'attend', 'over', 'documents', 'from', 'a', 'large', 'corpus', 'such', 'as', 'Wikipedia,', 'used', 'during', 'pre-training,', 'fine-tuning', 'and', 'inference.']",,,
56,"For the first time, we show how to pre-train such a knowledge retriever in an unsupervised manner, using masked language modeling as the learning signal and backpropagating through a retrieval step that considers millions of documents.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,21.0,23.0,21.0,23.0,"[(21, 23)]",show pre - train,0.0,24.0,47.0,24.0,47.0,"[(24, 28), (36, 39), (40, 41), (42, 47)]",['we'],"['show', 'pre', '-', 'train', 'using', 'backpropagating']",,,,,,,,,,show,show,"[',', 'we']","['how to pre - train such a knowledge retriever in an unsupervised manner , using masked language modeling as the learning signal and backpropagating through a retrieval step that considers millions of documents .']",0,24,29,24,29,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,3,"For the first time, we show how to pre-train such a knowledge retriever in an unsupervised manner, using masked language modeling as the learning signal and backpropagating through a retrieval step that considers millions of documents.","['For', 'the', 'first', 'time,', 'we', 'show', 'how', 'to', 'pre-train', 'such', 'a', 'knowledge', 'retriever', 'in', 'an', 'unsupervised', 'manner,', 'using', 'masked', 'language', 'modeling', 'as', 'the', 'learning', 'signal', 'and', 'backpropagating', 'through', 'a', 'retrieval', 'step', 'that', 'considers', 'millions', 'of', 'documents.']",,,
57,We demonstrate the effectiveness of Retrieval-Augmented Language Model pre-training (REALM) by fine-tuning on the challenging task of Open-domain Question Answering (Open-QA).,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",demonstrate,0.0,3.0,14.0,3.0,14.0,"[(3, 14)]",['We'],['demonstrate'],,,,,,,,,,Question,Question,[],['Answering ( Open - QA ) .'],0,156,165,156,165,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,4,We demonstrate the effectiveness of Retrieval-Augmented Language Model pre-training (REALM) by fine-tuning on the challenging task of Open-domain Question Answering (Open-QA).,"['We', 'demonstrate', 'the', 'effectiveness', 'of', 'Retrieval-Augmented', 'Language', 'Model', 'pre-training', '(REALM)', 'by', 'fine-tuning', 'on', 'the', 'challenging', 'task', 'of', 'Open-domain', 'Question', 'Answering', '(Open-QA).']",,,
58,"We compare against state-of-the-art models for both explicit and implicit knowledge storage on three popular Open-QA benchmarks, and find that we outperform all previous methods by a significant margin (4-16% absolute accuracy), while also providing qualitative benefits such as interpretability and modularity.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",compare and find,0.0,3.0,146.0,3.0,146.0,"[(3, 10), (138, 141), (142, 146)]",['We'],"['compare', 'find']",,,,,,,,,,providing,providing,"['while', 'We compare against state - of - the - art models for both explicit and implicit knowledge storage on three popular Open - QA benchmarks , and find that we outperform all previous methods by a significant margin ( 4 - 16 % absolute accuracy ) also']","['qualitative', ', benefits such as interpretability and modularity .']",0,255,265,255,265,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Abstract,5,"We compare against state-of-the-art models for both explicit and implicit knowledge storage on three popular Open-QA benchmarks, and find that we outperform all previous methods by a significant margin (4-16% absolute accuracy), while also providing qualitative benefits such as interpretability and modularity.","['We', 'compare', 'against', 'state-of-the-art', 'models', 'for', 'both', 'explicit', 'and', 'implicit', 'knowledge', 'storage', 'on', 'three', 'popular', 'Open-QA', 'benchmarks,', 'and', 'find', 'that', 'we', 'outperform', 'all', 'previous', 'methods', 'by', 'a', 'significant', 'margin', '(4-16%', 'absolute', 'accuracy),', 'while', 'also', 'providing', 'qualitative', 'benefits', 'such', 'as', 'interpretability', 'and', 'modularity.']",,,
59,REALM: Retrieval-Augmented Language Model Pre-Training.,,,NP,"['NP', ':', 'NP', '.']",REALM Retrieval Augmented Language Model Pre - Training,0.0,0.0,59.0,0.0,59.0,"[(0, 5), (8, 17), (20, 29), (30, 38), (39, 44), (45, 48), (49, 50), (51, 59)]",,,,,,,[],"['REALM', 'Retrieval', 'Augmented', 'Language', 'Model', 'Pre', '-', 'Training']",[],,,,,,,,,,REALM,REALM,[],[': Retrieval - Augmented Language Model Pre - Training'],0,0,6,0,6,,,,,https://www.semanticscholar.org/paper/REALM%3A-Retrieval-Augmented-Language-Model-Guu-Lee/832fff14d2ed50eb7969c4c4b976c35776548f56,5,Title,0,REALM: Retrieval-Augmented Language Model Pre-Training.,"['REALM:', 'Retrieval-Augmented', 'Language', 'Model', 'Pre-Training.']",,,
60,"There has been recent success in pre-training on monolingual data and fine-tuning on Machine Translation (MT), but it remains unclear how to best leverage a pre-trained model for a given MT task.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],but,0.0,118.0,121.0,118.0,121.0,"[(118, 121)]",['it'],"['has', 'been', 'remains']",,,,,,,,,,recent,has been recent,['There'],"[', but it remains unclear how to best leverage a pre - trained model for a given MT task .']",0,6,22,6,22,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,0,"There has been recent success in pre-training on monolingual data and fine-tuning on Machine Translation (MT), but it remains unclear how to best leverage a pre-trained model for a given MT task.","['There', 'has', 'been', 'recent', 'success', 'in', 'pre-training', 'on', 'monolingual', 'data', 'and', 'fine-tuning', 'on', 'Machine', 'Translation', '(MT),', 'but', 'it', 'remains', 'unclear', 'how', 'to', 'best', 'leverage', 'a', 'pre-trained', 'model', 'for', 'a', 'given', 'MT', 'task.']",,,
61,"This paper investigates the benefits and drawbacks of freezing parameters, and adding new ones, when fine-tuning a pre-trained model on MT.",,,S,"['NP', 'VP', '.']",This paper,0.0,0.0,10.0,0.0,10.0,"[(0, 4), (5, 10)]",investigates and adding,0.0,11.0,86.0,11.0,86.0,"[(11, 23), (76, 79), (80, 86)]","['This', 'paper']","['investigates', 'adding']",,,,,,,,,,investigates,investigates,"['This', 'paper']","['the benefits and drawbacks of freezing parameters , and adding new ones , when fine - tuning a pre - trained model on MT']",0,11,24,11,24,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,1,"This paper investigates the benefits and drawbacks of freezing parameters, and adding new ones, when fine-tuning a pre-trained model on MT.","['This', 'paper', 'investigates', 'the', 'benefits', 'and', 'drawbacks', 'of', 'freezing', 'parameters,', 'and', 'adding', 'new', 'ones,', 'when', 'fine-tuning', 'a', 'pre-trained', 'model', 'on', 'MT.']",,,
62,"We focus on 1) Fine-tuning a model trained only on English monolingual data, BART.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",focus,0.0,3.0,8.0,3.0,8.0,"[(3, 8)]",['We'],"['focus', 'tuning']",,,,,,,,,,focus,focus,['We'],[],0,3,9,3,9,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,2,"We focus on 1) Fine-tuning a model trained only on English monolingual data, BART.","['We', 'focus', 'on', '1)', 'Fine-tuning', 'a', 'model', 'trained', 'only', 'on', 'English', 'monolingual', 'data,', 'BART.']",,,
63,"2) Fine-tuning a model trained on monolingual data from 25 languages, mBART.",,,FRAG,"['LS', '-RRB-', 'ADJP', 'HYPH', 'S', '.']",,,,,,,[],,,,,,,[],[],['tuning'],,,,,,,,,,),),['2'],"['Fine - tuning a model trained on monolingual data from 25 languages , mBART .']",0,2,4,2,4,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,3,"2) Fine-tuning a model trained on monolingual data from 25 languages, mBART.","['2)', 'Fine-tuning', 'a', 'model', 'trained', 'on', 'monolingual', 'data', 'from', '25', 'languages,', 'mBART.']",,,
64,"For BART we get the best performance by freezing most of the model parameters, and adding extra positional embeddings.",,,S,"['PP', 'NP', 'VP', '.']",we,0.0,9.0,11.0,9.0,11.0,"[(9, 11)]",get,0.0,12.0,15.0,12.0,15.0,"[(12, 15)]",['we'],['get'],,,,,,,,,,get,get,['we'],"['the best performance by freezing most of the model parameters , and adding extra positional embeddings', '.']",0,12,16,12,16,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,4,"For BART we get the best performance by freezing most of the model parameters, and adding extra positional embeddings.","['For', 'BART', 'we', 'get', 'the', 'best', 'performance', 'by', 'freezing', 'most', 'of', 'the', 'model', 'parameters,', 'and', 'adding', 'extra', 'positional', 'embeddings.']",,,
65,"For mBART we match the performance of naive fine-tuning for most language pairs, and outperform it for Nepali to English (0.5 BLEU) and Czech to English (0.6 BLEU), all with a lower memory cost at training time.",,,S,"['PP', 'NP', 'VP', '.']",we,0.0,10.0,12.0,10.0,12.0,"[(10, 12)]",match and outperform and,0.0,13.0,140.0,13.0,140.0,"[(13, 18), (84, 87), (88, 98), (137, 140)]",['we'],"['match', 'outperform']",,,,,,,,,,mBART,mBART,[],"['we match the performance of naive fine - tuning for most language pairs , and outperform it for Nepali to English ( 0.5 BLEU ) and Czech to English ( 0.6 BLEU ) , all with a lower memory cost at training time .']",0,4,10,4,10,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,5,"For mBART we match the performance of naive fine-tuning for most language pairs, and outperform it for Nepali to English (0.5 BLEU) and Czech to English (0.6 BLEU), all with a lower memory cost at training time.","['For', 'mBART', 'we', 'match', 'the', 'performance', 'of', 'naive', 'fine-tuning', 'for', 'most', 'language', 'pairs,', 'and', 'outperform', 'it', 'for', 'Nepali', 'to', 'English', '(0.5', 'BLEU)', 'and', 'Czech', 'to', 'English', '(0.6', 'BLEU),', 'all', 'with', 'a', 'lower', 'memory', 'cost', 'at', 'training', 'time.']",,,
66,When constraining ourselves to an out-of-domain training set for Vietnamese to English we outperform the fine-tuning baseline by 0.9 BLEU.,,,S,"['SBAR', 'NP', 'VP', '.']",we,0.0,91.0,93.0,91.0,93.0,"[(91, 93)]",outperform,0.0,94.0,104.0,94.0,104.0,"[(94, 104)]",['we'],['outperform'],,,,,,,,,,constraining,constraining,[],['ourselves'],0,5,18,5,18,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Abstract,6,When constraining ourselves to an out-of-domain training set for Vietnamese to English we outperform the fine-tuning baseline by 0.9 BLEU.,"['When', 'constraining', 'ourselves', 'to', 'an', 'out-of-domain', 'training', 'set', 'for', 'Vietnamese', 'to', 'English', 'we', 'outperform', 'the', 'fine-tuning', 'baseline', 'by', '0.9', 'BLEU.']",,,
67,Recipes for Adapting Pre-trained Monolingual and Multilingual Models to Machine Translation.,,,NP,"['NP', 'PP', 'HYPH', 'NP', 'PP', '.']",Recipes Monolingual Multilingual Models,0.0,0.0,70.0,0.0,70.0,"[(0, 7), (35, 46), (51, 63), (64, 70)]",,,,,,,[],"['Recipes', 'Monolingual', 'Multilingual', 'Models']",[],,,,,,,,,,Recipes,Recipes,[],[],0,0,8,0,8,,,,,https://www.semanticscholar.org/paper/Recipes-for-Adapting-Pre-trained-Monolingual-and-to-Stickland-Li/1bed2b8a70715e95c419a627fc244a41f5501f7a,6,Title,0,Recipes for Adapting Pre-trained Monolingual and Multilingual Models to Machine Translation.,"['Recipes', 'for', 'Adapting', 'Pre-trained', 'Monolingual', 'and', 'Multilingual', 'Models', 'to', 'Machine', 'Translation.']",,,
68,While,transformer,"-based finetuning techniques have proven effective in tasks that involve low-resource , low-data environments , a lack of properly established baselines and benchmark datasets make it hard to compare different approaches that are aimed at tackling the low-resource setting .",S,"['SBAR', ',', 'NP', 'VP', '.']",a lack,2.0,134.0,140.0,116.0,122.0,"[(134, 135), (136, 140)]",make,2.0,198.0,202.0,180.0,184.0,"[(198, 202)]","['a', 'lack']","['make', 'compare']",transformer,[],[],0.0,1.0,6.0,18.0,0.0,12.0,proven,proven,"['While transformer -based finetuning techniques', 'have']","['effective in tasks that involve low - resource , low - data environments , a lack of properly established baselines and benchmark datasets make it hard to compare different approaches that are aimed at tackling the low - resource setting .']",2,52,59,34,41,-based,based,"['VERB', 'NOUN', 'VERB']","['transformer', 'techniques', 'proven']",https://www.semanticscholar.org/paper/Establishing-Baselines-for-Text-Classification-in-Cruz-Cheng/c2dfc728abf4127fdb24195143ce3d2059418f0e,7,Abstract,0,"While transformer-based finetuning techniques have proven effective in tasks that involve low-resource, low-data environments, a lack of properly established baselines and benchmark datasets make it hard to compare different approaches that are aimed at tackling the low-resource setting.","['While', 'transformer', '-based', 'finetuning', 'techniques', 'have', 'proven', 'effective', 'in', 'tasks', 'that', 'involve', 'low-resource', ',', 'low-data', 'environments', ',', 'a', 'lack', 'of', 'properly', 'established', 'baselines', 'and', 'benchmark', 'datasets', 'make', 'it', 'hard', 'to', 'compare', 'different', 'approaches', 'that', 'are', 'aimed', 'at', 'tackling', 'the', 'low-resource', 'setting', '.']","(1, 2)","(5, 16)",0.0
69,"In this work, we provide three contributions.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",provide,0.0,18.0,25.0,18.0,25.0,"[(18, 25)]",['we'],['provide'],,,,,,,,,,provide,provide,['we'],['three contributions'],0,18,26,18,26,,,,,https://www.semanticscholar.org/paper/Establishing-Baselines-for-Text-Classification-in-Cruz-Cheng/c2dfc728abf4127fdb24195143ce3d2059418f0e,7,Abstract,1,"In this work, we provide three contributions.","['In', 'this', 'work,', 'we', 'provide', 'three', 'contributions.']",,,
70,"First, we introduce two previously unreleased datasets as benchmark datasets for text classification and low-resource multilabel text classification for the low-resource language Filipino.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,8.0,10.0,8.0,10.0,"[(8, 10)]",introduce,0.0,11.0,20.0,11.0,20.0,"[(11, 20)]",['we'],['introduce'],,,,,,,,,,introduce,introduce,"[',', 'we']",[],0,11,21,11,21,,,,,https://www.semanticscholar.org/paper/Establishing-Baselines-for-Text-Classification-in-Cruz-Cheng/c2dfc728abf4127fdb24195143ce3d2059418f0e,7,Abstract,2,"First, we introduce two previously unreleased datasets as benchmark datasets for text classification and low-resource multilabel text classification for the low-resource language Filipino.","['First,', 'we', 'introduce', 'two', 'previously', 'unreleased', 'datasets', 'as', 'benchmark', 'datasets', 'for', 'text', 'classification', 'and', 'low-resource', 'multilabel', 'text', 'classification', 'for', 'the', 'low-resource', 'language', 'Filipino.']",,,
71,"Second, we pretrain better BERT and DistilBERT models for use within the Filipino setting.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,9.0,11.0,9.0,11.0,"[(9, 11)]",pretrain,0.0,12.0,20.0,12.0,20.0,"[(12, 20)]",['we'],['pretrain'],,,,,,,,,,pretrain,pretrain,['we'],"['better', 'BERT and', 'DistilBERT models for use within the Filipino setting']",0,12,21,12,21,,,,,https://www.semanticscholar.org/paper/Establishing-Baselines-for-Text-Classification-in-Cruz-Cheng/c2dfc728abf4127fdb24195143ce3d2059418f0e,7,Abstract,3,"Second, we pretrain better BERT and DistilBERT models for use within the Filipino setting.","['Second,', 'we', 'pretrain', 'better', 'BERT', 'and', 'DistilBERT', 'models', 'for', 'use', 'within', 'the', 'Filipino', 'setting.']",,,
