,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,group,group2
75,https://www.semanticscholar.org/paper/Establishing-Baselines-for-Text-Classification-in-Cruz-Cheng/c2dfc728abf4127fdb24195143ce3d2059418f0e,7,Title,0,Establishing Baselines for Text Classification in Low-Resource Languages.,Establishing Baselines for Text Classification in Low-Resource Languages.,,,"['Establishing', 'Baselines', 'for', 'Text', 'Classification', 'in', 'Low-Resource', 'Languages.']",,,
76,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,0,"Neural Network based models have been state-of-the-art models for various Natural Language Processing tasks, however, the input and output dimension problem in the networks has still not been fully resolved, especially in text generation tasks (e.g.","Neural Network based models have been state-of-the-art models for various Natural Language Processing tasks, however, the input and output dimension problem in the networks has still not been fully resolved, especially in text generation tasks (e.g.",,,"['Neural', 'Network', 'based', 'models', 'have', 'been', 'state-of-the-art', 'models', 'for', 'various', 'Natural', 'Language', 'Processing', 'tasks,', 'however,', 'the', 'input', 'and', 'output', 'dimension', 'problem', 'in', 'the', 'networks', 'has', 'still', 'not', 'been', 'fully', 'resolved,', 'especially', 'in', 'text', 'generation', 'tasks', '(e.g.']",,,
77,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,1,"Machine Translation, Text Summarization), in which input and output both have huge sizes of vocabularies.","Machine Translation, Text Summarization), in which input and output both have huge sizes of vocabularies.",,,"['Machine', 'Translation,', 'Text', 'Summarization),', 'in', 'which', 'input', 'and', 'output', 'both', 'have', 'huge', 'sizes', 'of', 'vocabularies.']",,,
78,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,2,"Therefore, input-output embedding weight sharing has been introduced and adopted widely, which remains to be improved.","Therefore, input-output embedding weight sharing has been introduced and adopted widely, which remains to be improved.",,,"['Therefore,', 'input-output', 'embedding', 'weight', 'sharing', 'has', 'been', 'introduced', 'and', 'adopted', 'widely,', 'which', 'remains', 'to', 'be', 'improved.']",,,
79,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,3,"Based on linear algebra and statistical theories, this paper locates the shortcoming of existed input-output embedding weight sharing method, then raises methods for improving input-output weight shared embedding, among which methods of normalization of embedding weight matrices show best performance.","Based on linear algebra and statistical theories, this paper locates the shortcoming of existed input-output embedding weight sharing method, then raises methods for improving input-output weight shared embedding, among which methods of normalization of embedding weight matrices show best performance.",,,"['Based', 'on', 'linear', 'algebra', 'and', 'statistical', 'theories,', 'this', 'paper', 'locates', 'the', 'shortcoming', 'of', 'existed', 'input-output', 'embedding', 'weight', 'sharing', 'method,', 'then', 'raises', 'methods', 'for', 'improving', 'input-output', 'weight', 'shared', 'embedding,', 'among', 'which', 'methods', 'of', 'normalization', 'of', 'embedding', 'weight', 'matrices', 'show', 'best', 'performance.']",,,
80,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,4,"These methods are nearly computational cost-free, can get combined with other embedding techniques, and show good effectiveness when applied on state-of-the-art Neural Network models.","These methods are nearly computational cost-free, can get combined with other embedding techniques, and show good effectiveness when applied on state-of-the-art Neural Network models.",,,"['These', 'methods', 'are', 'nearly', 'computational', 'cost-free,', 'can', 'get', 'combined', 'with', 'other', 'embedding', 'techniques,', 'and', 'show', 'good', 'effectiveness', 'when', 'applied', 'on', 'state-of-the-art', 'Neural', 'Network', 'models.']",,,
81,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,5,"For Transformer-big models, the normalization techniques can get at best 0.6 BLEU improvement compared to the original version of model on WMT'16 En-De dataset, and similar BLEU improvements on IWSLT 14' datasets.",For,Transformer-big,"models, the normalization techniques can get at best 0.6 BLEU improvement compared to the original version of model on WMT'16 En-De dataset, and similar BLEU improvements on IWSLT 14' datasets.","['For', 'Transformer-big', 'models,', 'the', 'normalization', 'techniques', 'can', 'get', 'at', 'best', '0.6', 'BLEU', 'improvement', 'compared', 'to', 'the', 'original', 'version', 'of', 'model', 'on', ""WMT'16"", 'En-De', 'dataset,', 'and', 'similar', 'BLEU', 'improvements', 'on', 'IWSLT', ""14'"", 'datasets.']","(1, 2)","['NOUN', 'ADP', 'VERB']","['models', 'For', 'can']"
82,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Abstract,6,"For DynamicConv models, 0.5 BLEU improvement can be attained on WMT'16 En-De dataset, and 0.41 BLEU improvement on IWSLT 14' De-En translation task is achieved.","For DynamicConv models, 0.5 BLEU improvement can be attained on WMT'16 En-De dataset, and 0.41 BLEU improvement on IWSLT 14' De-En translation task is achieved.",,,"['For', 'DynamicConv', 'models,', '0.5', 'BLEU', 'improvement', 'can', 'be', 'attained', 'on', ""WMT'16"", 'En-De', 'dataset,', 'and', '0.41', 'BLEU', 'improvement', 'on', 'IWSLT', ""14'"", 'De-En', 'translation', 'task', 'is', 'achieved.']",,,
83,https://www.semanticscholar.org/paper/Normalization-of-Input-output-Shared-Embeddings-in-Liu-Zhai/6925eda7b26bfca99bfc3e1d1998845bbbd64acb,8,Title,0,Normalization of Input-output Shared Embeddings in Text Generation Models.,Normalization of Input-output Shared Embeddings in Text Generation Models.,,,"['Normalization', 'of', 'Input-output', 'Shared', 'Embeddings', 'in', 'Text', 'Generation', 'Models.']",,,
84,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,0,"Recently, the emergence of pre-trained models (PTMs) has brought natural language processing (NLP) to a new era.","Recently, the emergence of pre-trained models (PTMs) has brought natural language processing (NLP) to a new era.",,,"['Recently,', 'the', 'emergence', 'of', 'pre-trained', 'models', '(PTMs)', 'has', 'brought', 'natural', 'language', 'processing', '(NLP)', 'to', 'a', 'new', 'era.']",,,
85,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,1,"In this survey, we provide a comprehensive review of PTMs for NLP.","In this survey, we provide a comprehensive review of PTMs for NLP.",,,"['In', 'this', 'survey,', 'we', 'provide', 'a', 'comprehensive', 'review', 'of', 'PTMs', 'for', 'NLP.']",,,
86,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,2,We first briefly introduce language representation learning and its research progress.,We first briefly introduce language representation learning and its research progress.,,,"['We', 'first', 'briefly', 'introduce', 'language', 'representation', 'learning', 'and', 'its', 'research', 'progress.']",,,
87,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,3,Then we systematically categorize existing PTMs based on a taxonomy with four perspectives.,Then we systematically categorize existing PTMs based on a taxonomy with four perspectives.,,,"['Then', 'we', 'systematically', 'categorize', 'existing', 'PTMs', 'based', 'on', 'a', 'taxonomy', 'with', 'four', 'perspectives.']",,,
88,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,4,"Next, we describe how to adapt the knowledge of PTMs to the downstream tasks.","Next, we describe how to adapt the knowledge of PTMs to the downstream tasks.",,,"['Next,', 'we', 'describe', 'how', 'to', 'adapt', 'the', 'knowledge', 'of', 'PTMs', 'to', 'the', 'downstream', 'tasks.']",,,
89,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,5,"Finally, we outline some potential directions of PTMs for future research.","Finally, we outline some potential directions of PTMs for future research.",,,"['Finally,', 'we', 'outline', 'some', 'potential', 'directions', 'of', 'PTMs', 'for', 'future', 'research.']",,,
90,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Abstract,6,"This survey is purposed to be a hands-on guide for understanding, using, and developing PTMs for various NLP tasks.","This survey is purposed to be a hands-on guide for understanding, using, and developing PTMs for various NLP tasks.",,,"['This', 'survey', 'is', 'purposed', 'to', 'be', 'a', 'hands-on', 'guide', 'for', 'understanding,', 'using,', 'and', 'developing', 'PTMs', 'for', 'various', 'NLP', 'tasks.']",,,
91,https://www.semanticscholar.org/paper/Pre-trained-Models-for-Natural-Language-Processing%3A-Qiu-Sun/e06b36f1076b3497992b558d7707f053161dc840,9,Title,0,Pre-trained Models for Natural Language Processing: A Survey.,Pre-trained Models for Natural Language Processing: A Survey.,,,"['Pre-trained', 'Models', 'for', 'Natural', 'Language', 'Processing:', 'A', 'Survey.']",,,
92,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,0,"Large pretrained natural language representations such as BERT, ALBERT, and other variants (BERT-models) have achieved state of the art performance on a diverse set of NLP tasks after fine tuning.","Large pretrained natural language representations such as BERT, ALBERT, and other variants (BERT-models) have achieved state of the art performance on a diverse set of NLP tasks after fine tuning.",,,"['Large', 'pretrained', 'natural', 'language', 'representations', 'such', 'as', 'BERT,', 'ALBERT,', 'and', 'other', 'variants', '(BERT-models)', 'have', 'achieved', 'state', 'of', 'the', 'art', 'performance', 'on', 'a', 'diverse', 'set', 'of', 'NLP', 'tasks', 'after', 'fine', 'tuning.']",,,
93,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,1,"This suggests these BERT-models learn to extract signal-rich, transferable language features.","This suggests these BERT-models learn to extract signal-rich,",transferable,language features.,"['This', 'suggests', 'these', 'BERT-models', 'learn', 'to', 'extract', 'signal-rich,', 'transferable', 'language', 'features.']","(8, 9)","['ADJ', 'NOUN', 'NOUN']","['transferable', 'language', 'features']"
94,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,2,"We investigate whether there is an appreciable difference in feature quality at various depths of pretrained and fine tuned BERT-models by training softmax regression probes to perform a semantic level task, question answering (QA) on SQuAD 2.0.","We investigate whether there is an appreciable difference in feature quality at various depths of pretrained and fine tuned BERT-models by training softmax regression probes to perform a semantic level task, question answering (QA) on SQuAD 2.0.",,,"['We', 'investigate', 'whether', 'there', 'is', 'an', 'appreciable', 'difference', 'in', 'feature', 'quality', 'at', 'various', 'depths', 'of', 'pretrained', 'and', 'fine', 'tuned', 'BERT-models', 'by', 'training', 'softmax', 'regression', 'probes', 'to', 'perform', 'a', 'semantic', 'level', 'task,', 'question', 'answering', '(QA)', 'on', 'SQuAD', '2.0.']",,,
95,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,3,"We find that the feature quality of fine tuned BERT-models improves with each successive layer, while the feature quality of pretrained BERT-models remains constant.","We find that the feature quality of fine tuned BERT-models improves with each successive layer, while the feature quality of pretrained BERT-models remains constant.",,,"['We', 'find', 'that', 'the', 'feature', 'quality', 'of', 'fine', 'tuned', 'BERT-models', 'improves', 'with', 'each', 'successive', 'layer,', 'while', 'the', 'feature', 'quality', 'of', 'pretrained', 'BERT-models', 'remains', 'constant.']",,,
96,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,4,"We also find that pretrained BERT-models feature quality is relatively poor in comparison to high layers in the fine tuned models, suggesting that the fine tuning process is key for extracting high quality features.","We also find that pretrained BERT-models feature quality is relatively poor in comparison to high layers in the fine tuned models, suggesting that the fine tuning process is key for extracting high quality features.",,,"['We', 'also', 'find', 'that', 'pretrained', 'BERT-models', 'feature', 'quality', 'is', 'relatively', 'poor', 'in', 'comparison', 'to', 'high', 'layers', 'in', 'the', 'fine', 'tuned', 'models,', 'suggesting', 'that', 'the', 'fine', 'tuning', 'process', 'is', 'key', 'for', 'extracting', 'high', 'quality', 'features.']",,,
97,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,5,"One particularly interesting finding is that the early to middle layers in fine tuned BERT-models begin to perform well on questions with answers, at the cost of performance on questions with no answer.","One particularly interesting finding is that the early to middle layers in fine tuned BERT-models begin to perform well on questions with answers, at the cost of performance on questions with no answer.",,,"['One', 'particularly', 'interesting', 'finding', 'is', 'that', 'the', 'early', 'to', 'middle', 'layers', 'in', 'fine', 'tuned', 'BERT-models', 'begin', 'to', 'perform', 'well', 'on', 'questions', 'with', 'answers,', 'at', 'the', 'cost', 'of', 'performance', 'on', 'questions', 'with', 'no', 'answer.']",,,
98,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,6,Higher layers in fine tuned BERT-models are able to perform well on both questions with and without answers.,Higher layers in fine tuned BERT-models are able to perform well on both questions with and without answers.,,,"['Higher', 'layers', 'in', 'fine', 'tuned', 'BERT-models', 'are', 'able', 'to', 'perform', 'well', 'on', 'both', 'questions', 'with', 'and', 'without', 'answers.']",,,
99,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Abstract,7,Code available at https://github.com/travismcguire/cs224nfinalproject,Code available at https://github.com/travismcguire/cs224nfinalproject,,,"['Code', 'available', 'at', 'https://github.com/travismcguire/cs224nfinalproject']",,,
100,https://www.semanticscholar.org/paper/Transferability-of-Contextual-Representations-for-McGuire-Bhardwaj/e15dc8c8ca010a12b8b4c2edf16b942d108d181e,10,Title,0,Transferability of Contextual Representations for Question Answering.,,Transferability,of Contextual Representations for Question Answering.,"['Transferability', 'of', 'Contextual', 'Representations', 'for', 'Question', 'Answering.']","(0, 1)",['NOUN'],['Transferability']
101,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Abstract,0,"Large pre-trained contextual word representations have transformed the field of natural language processing, obtaining impressive results on a wide range of tasks.","Large pre-trained contextual word representations have transformed the field of natural language processing, obtaining impressive results on a wide range of tasks.",,,"['Large', 'pre-trained', 'contextual', 'word', 'representations', 'have', 'transformed', 'the', 'field', 'of', 'natural', 'language', 'processing,', 'obtaining', 'impressive', 'results', 'on', 'a', 'wide', 'range', 'of', 'tasks.']",,,
102,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Abstract,1,"However, as models increase in size, computational limitations make them impractical for researchers and practitioners alike.","However, as models increase in size, computational limitations make them impractical for researchers and practitioners alike.",,,"['However,', 'as', 'models', 'increase', 'in', 'size,', 'computational', 'limitations', 'make', 'them', 'impractical', 'for', 'researchers', 'and', 'practitioners', 'alike.']",,,
103,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Abstract,2,We hypothesize that contextual representations have both intrinsic and task-specific redundancies.,We hypothesize that contextual representations have both intrinsic and task-specific redundancies.,,,"['We', 'hypothesize', 'that', 'contextual', 'representations', 'have', 'both', 'intrinsic', 'and', 'task-specific', 'redundancies.']",,,
104,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Abstract,3,"We propose a novel feature selection method, which takes advantage of these redundancies to reduce the size of the pre-trained features.","We propose a novel feature selection method, which takes advantage of these redundancies to reduce the size of the pre-trained features.",,,"['We', 'propose', 'a', 'novel', 'feature', 'selection', 'method,', 'which', 'takes', 'advantage', 'of', 'these', 'redundancies', 'to', 'reduce', 'the', 'size', 'of', 'the', 'pre-trained', 'features.']",,,
105,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Abstract,4,"In a comprehensive evaluation on two pre-trained models, BERT and XLNet, using a diverse suite of sequence labeling and sequence classification tasks, our method reduces the feature set down to 1--7% of the original size, while maintaining more than 97% of the performance.","In a comprehensive evaluation on two pre-trained models, BERT and XLNet, using a diverse suite of sequence labeling and sequence classification tasks, our method reduces the feature set down to 1--7% of the original size, while maintaining more than 97% of the performance.",,,"['In', 'a', 'comprehensive', 'evaluation', 'on', 'two', 'pre-trained', 'models,', 'BERT', 'and', 'XLNet,', 'using', 'a', 'diverse', 'suite', 'of', 'sequence', 'labeling', 'and', 'sequence', 'classification', 'tasks,', 'our', 'method', 'reduces', 'the', 'feature', 'set', 'down', 'to', '1--7%', 'of', 'the', 'original', 'size,', 'while', 'maintaining', 'more', 'than', '97%', 'of', 'the', 'performance.']",,,
106,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Title,0,Exploiting Redundancy in Pre-trained Language Models for Efficient Transfer Learning.,Exploiting Redundancy in Pre-trained Language Models for Efficient,Transfer Learning.,,"['Exploiting', 'Redundancy', 'in', 'Pre-trained', 'Language', 'Models', 'for', 'Efficient', 'Transfer', 'Learning.']","(8, 10)","['PROPN', 'ADP', 'VERB']","['Transfer', 'for', 'trained']"
107,https://www.semanticscholar.org/paper/Exploiting-Redundancy-in-Pre-trained-Language-for-Dalvi-Sajjad/dbd4944ea3098501a4486a6e8d2a79286c625e0a,11,Title,0,Exploiting Redundancy in Pre-trained Language Models for Efficient Transfer Learning.,Exploiting Redundancy in Pre-trained Language Models for Efficient,Transfer,Learning.,"['Exploiting', 'Redundancy', 'in', 'Pre-trained', 'Language', 'Models', 'for', 'Efficient', 'Transfer', 'Learning.']","(8, 9)","['PROPN', 'ADP', 'VERB']","['Transfer', 'for', 'trained']"
108,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,0,The success of pretrained transformer language models in natural language processing has led to a wide range of different pretraining setups.,The success of pretrained,transformer,language models in natural language processing has led to a wide range of different pretraining setups.,"['The', 'success', 'of', 'pretrained', 'transformer', 'language', 'models', 'in', 'natural', 'language', 'processing', 'has', 'led', 'to', 'a', 'wide', 'range', 'of', 'different', 'pretraining', 'setups.']","(4, 5)","['NOUN', 'NOUN', 'ADP']","['transformer', 'models', 'of']"
109,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,1,"These models employ a variety of subword tokenization methods, most notably byte pair encoding (BPE) (Sennrich et al., 2016; Gage, 1994), the WordPiece method (Schuster and Nakajima, 2012), and unigram language modeling (Kudo, 2018), to segment text.","These models employ a variety of subword tokenization methods, most notably byte pair encoding (BPE) (Sennrich et al., 2016; Gage, 1994), the WordPiece method (Schuster and Nakajima, 2012), and unigram language modeling (Kudo, 2018), to segment text.",,,"['These', 'models', 'employ', 'a', 'variety', 'of', 'subword', 'tokenization', 'methods,', 'most', 'notably', 'byte', 'pair', 'encoding', '(BPE)', '(Sennrich', 'et', 'al.,', '2016;', 'Gage,', '1994),', 'the', 'WordPiece', 'method', '(Schuster', 'and', 'Nakajima,', '2012),', 'and', 'unigram', 'language', 'modeling', '(Kudo,', '2018),', 'to', 'segment', 'text.']",,,
110,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,2,"However, to the best of our knowledge, the literature does not contain a direct evaluation of the impact of tokenization on language model pretraining.","However, to the best of our knowledge, the literature does not contain a direct evaluation of the impact of tokenization on language model pretraining.",,,"['However,', 'to', 'the', 'best', 'of', 'our', 'knowledge,', 'the', 'literature', 'does', 'not', 'contain', 'a', 'direct', 'evaluation', 'of', 'the', 'impact', 'of', 'tokenization', 'on', 'language', 'model', 'pretraining.']",,,
111,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,3,"First, we analyze differences between BPE and unigram LM tokenization, and find that the unigram LM method is able to recover subword units that more strongly align with underlying morphology, in addition to avoiding several shortcomings of BPE stemming from its greedy construction procedure.","First, we analyze differences between BPE and unigram LM tokenization, and find that the unigram LM method is able to recover subword units that more strongly align with underlying morphology, in addition to avoiding several shortcomings of BPE stemming from its greedy construction procedure.",,,"['First,', 'we', 'analyze', 'differences', 'between', 'BPE', 'and', 'unigram', 'LM', 'tokenization,', 'and', 'find', 'that', 'the', 'unigram', 'LM', 'method', 'is', 'able', 'to', 'recover', 'subword', 'units', 'that', 'more', 'strongly', 'align', 'with', 'underlying', 'morphology,', 'in', 'addition', 'to', 'avoiding', 'several', 'shortcomings', 'of', 'BPE', 'stemming', 'from', 'its', 'greedy', 'construction', 'procedure.']",,,
112,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,4,We then compare the fine-tuned task performance of identical transformer masked language models pretrained with these tokenizations.,We then compare the fine-tuned task performance of identical,transformer,masked language models pretrained with these tokenizations.,"['We', 'then', 'compare', 'the', 'fine-tuned', 'task', 'performance', 'of', 'identical', 'transformer', 'masked', 'language', 'models', 'pretrained', 'with', 'these', 'tokenizations.']","(9, 10)","['NOUN', 'NOUN', 'ADP']","['transformer', 'models', 'of']"
113,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,5,"Across downstream tasks, we find that the unigram LM tokenization method consistently matches or outperforms BPE.","Across downstream tasks, we find that the unigram LM tokenization method consistently matches or outperforms BPE.",,,"['Across', 'downstream', 'tasks,', 'we', 'find', 'that', 'the', 'unigram', 'LM', 'tokenization', 'method', 'consistently', 'matches', 'or', 'outperforms', 'BPE.']",,,
114,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Abstract,6,We hope that developers of future pretrained language models will consider adopting the unigram LM method over the more common BPE.,We hope that developers of future pretrained language models will consider adopting the unigram LM method over the more common BPE.,,,"['We', 'hope', 'that', 'developers', 'of', 'future', 'pretrained', 'language', 'models', 'will', 'consider', 'adopting', 'the', 'unigram', 'LM', 'method', 'over', 'the', 'more', 'common', 'BPE.']",,,
115,https://www.semanticscholar.org/paper/Byte-Pair-Encoding-is-Suboptimal-for-Language-Model-Bostrom-Durrett/bd91623adf62a71252a96fa9487e5338d343599d,12,Title,0,Byte Pair Encoding is Suboptimal for Language Model Pretraining.,Byte Pair Encoding is Suboptimal for Language Model Pretraining.,,,"['Byte', 'Pair', 'Encoding', 'is', 'Suboptimal', 'for', 'Language', 'Model', 'Pretraining.']",,,
116,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Abstract,0,A recent introduction of Transformer deep learning architecture made breakthroughs in various natural language processing tasks.,A recent introduction of,Transformer,deep learning architecture made breakthroughs in various natural language processing tasks.,"['A', 'recent', 'introduction', 'of', 'Transformer', 'deep', 'learning', 'architecture', 'made', 'breakthroughs', 'in', 'various', 'natural', 'language', 'processing', 'tasks.']","(4, 5)","['PROPN', 'ADP', 'NOUN']","['Transformer', 'of', 'introduction']"
117,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Abstract,1,"However, non-English languages could not leverage such new opportunities with the English text pre-trained models.","However, non-English languages could not leverage such new opportunities with the English text pre-trained models.",,,"['However,', 'non-English', 'languages', 'could', 'not', 'leverage', 'such', 'new', 'opportunities', 'with', 'the', 'English', 'text', 'pre-trained', 'models.']",,,
118,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Abstract,2,"This changed with research focusing on multilingual models, where less-spoken languages are the main beneficiaries.","This changed with research focusing on multilingual models, where less-spoken languages are the main beneficiaries.",,,"['This', 'changed', 'with', 'research', 'focusing', 'on', 'multilingual', 'models,', 'where', 'less-spoken', 'languages', 'are', 'the', 'main', 'beneficiaries.']",,,
119,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Abstract,3,"We compare pre-trained multilingual BERT, XLM-R, and older learned text representation methods as encodings for the task of Lithuanian news clustering.","We compare pre-trained multilingual BERT, XLM-R, and older learned text representation methods as encodings for the task of Lithuanian news clustering.",,,"['We', 'compare', 'pre-trained', 'multilingual', 'BERT,', 'XLM-R,', 'and', 'older', 'learned', 'text', 'representation', 'methods', 'as', 'encodings', 'for', 'the', 'task', 'of', 'Lithuanian', 'news', 'clustering.']",,,
120,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Abstract,4,Our results indicate that publicly available pre-trained multilingual Transformer models can be fine-tuned to surpass word vectors but still score much lower than specially trained doc2vec embeddings.,Our results indicate that publicly available pre-trained multilingual,Transformer,models can be fine-tuned to surpass word vectors but still score much lower than specially trained doc2vec embeddings.,"['Our', 'results', 'indicate', 'that', 'publicly', 'available', 'pre-trained', 'multilingual', 'Transformer', 'models', 'can', 'be', 'fine-tuned', 'to', 'surpass', 'word', 'vectors', 'but', 'still', 'score', 'much', 'lower', 'than', 'specially', 'trained', 'doc2vec', 'embeddings.']","(8, 9)","['PROPN', 'NOUN', 'VERB']","['Transformer', 'models', 'can']"
121,https://www.semanticscholar.org/paper/Testing-pre-trained-Transformer-models-for-news-Stankevivcius-Lukovsevivcius/eb71979689ba655ba9f4d7077f6184c4a1b51c05,13,Title,0,Testing pre-trained Transformer models for Lithuanian news clustering.,Testing pre-trained,Transformer,models for Lithuanian news clustering.,"['Testing', 'pre-trained', 'Transformer', 'models', 'for', 'Lithuanian', 'news', 'clustering.']","(2, 3)","['PROPN', 'NOUN']","['Transformer', 'models']"
