,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2,group3,group4,group5,group6,group7,group8,group9,group10,group11,group12,group13,group14
38,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,1,"However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.","However, the performance of these models degrades significantly when they are applied to more realistic scenarios, such as answers involve various types, multiple text strings are correct answers, or discrete reasoning abilities are required.",,,"['However,', 'the', 'performance', 'of', 'these', 'models', 'degrades', 'significantly', 'when', 'they', 'are', 'applied', 'to', 'more', 'realistic', 'scenarios,', 'such', 'as', 'answers', 'involve', 'various', 'types,', 'multiple', 'text', 'strings', 'are', 'correct', 'answers,', 'or', 'discrete', 'reasoning', 'abilities', 'are', 'required.']",,,,the performance,0,10,25,10,25,are applied,0,75,86,75,86,"['the', 'performance']","['are', 'applied']"
39,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,2,"In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.","In this paper, we introduce the Multi-Type Multi-Span Network (MTMSN), a neural reading comprehension model that combines a multi-type answer predictor designed to support various answer types (e.g., span, count, negation, and arithmetic expression) with a multi-span extraction method for dynamically producing one or multiple text spans.",,,"['In', 'this', 'paper,', 'we', 'introduce', 'the', 'Multi-Type', 'Multi-Span', 'Network', '(MTMSN),', 'a', 'neural', 'reading', 'comprehension', 'model', 'that', 'combines', 'a', 'multi-type', 'answer', 'predictor', 'designed', 'to', 'support', 'various', 'answer', 'types', '(e.g.,', 'span,', 'count,', 'negation,', 'and', 'arithmetic', 'expression)', 'with', 'a', 'multi-span', 'extraction', 'method', 'for', 'dynamically', 'producing', 'one', 'or', 'multiple', 'text', 'spans.']",,,,we,0,16,18,16,18,introduce,0,19,28,19,28,['we'],['introduce']
40,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,3,"In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.","In addition, an arithmetic expression reranking mechanism is proposed to rank expression candidates for further confirming the prediction.",,,"['In', 'addition,', 'an', 'arithmetic', 'expression', 'reranking', 'mechanism', 'is', 'proposed', 'to', 'rank', 'expression', 'candidates', 'for', 'further', 'confirming', 'the', 'prediction.']",,,,an arithmetic expression mechanism,0,14,58,14,58,is proposed,0,59,70,59,70,"['an', 'arithmetic', 'expression', 'mechanism']","['is', 'proposed', 'rank']"
41,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,4,"Experiments show that our model achieves 79.9 F1 on the DROP hidden test set, creating new state-of-the-art results.",Experiments show that our model achieves 79.9 F1 on the,DROP,"hidden test set , creating new state-of-the-art results .","['Experiments', 'show', 'that', 'our', 'model', 'achieves', '79.9', 'F1', 'on', 'the', 'DROP', 'hidden', 'test', 'set', ',', 'creating', 'new', 'state-of-the-art', 'results', '.']","(10, 11)","(55, 59)",0,Experiments,0,0,11,0,11,show,0,12,16,12,16,['Experiments'],['show']
42,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,5,Source code\footnote{\url{https://github.com/huminghao16/MTMSN}} is released to facilitate future work.,Source code\footnote{\url{https://github.com/huminghao16/MTMSN}} is released to facilitate future work.,,,"['Source', 'code\\footnote{\\url{https://github.com/huminghao16/MTMSN}}', 'is', 'released', 'to', 'facilitate', 'future', 'work.']",,,,Source huminghao16 MTMSN,0,0,66,0,66,is released,0,71,82,71,82,"['Source', 'huminghao16', 'MTMSN']","['is', 'released', 'facilitate']"
43,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Title,0,A Multi-Type Multi-Span Network for Reading Comprehension that Requires Discrete Reasoning.,A Multi-Type Multi-Span Network for Reading Comprehension that Requires Discrete Reasoning.,,,"['A', 'Multi-Type', 'Multi-Span', 'Network', 'for', 'Reading', 'Comprehension', 'that', 'Requires', 'Discrete', 'Reasoning.']",,,,A Multi Type Multi Span Network,0,0,35,0,35,,,,,,,"['A', 'Multi', 'Type', 'Multi', 'Span', 'Network']",[]
44,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,0,Machine Reading Comprehension (MRC) is the task of answering a question over a paragraph of text.,Machine Reading Comprehension (MRC) is the task of answering a question over a paragraph of text.,,,"['Machine', 'Reading', 'Comprehension', '(MRC)', 'is', 'the', 'task', 'of', 'answering', 'a', 'question', 'over', 'a', 'paragraph', 'of', 'text.']",,,,Machine Reading Comprehension MRC,0,0,35,0,35,is,0,38,40,38,40,"['Machine', 'Reading', 'Comprehension', 'MRC']",['is']
45,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,1,"While neural MRC systems gain popularity and achieve noticeable performance, issues are being raised with the methodology used to establish their performance, particularly concerning the data design of gold standards that are used to evaluate them.","While neural MRC systems gain popularity and achieve noticeable performance, issues are being raised with the methodology used to establish their performance, particularly concerning the data design of gold standards that are used to evaluate them.",,,"['While', 'neural', 'MRC', 'systems', 'gain', 'popularity', 'and', 'achieve', 'noticeable', 'performance,', 'issues', 'are', 'being', 'raised', 'with', 'the', 'methodology', 'used', 'to', 'establish', 'their', 'performance,', 'particularly', 'concerning', 'the', 'data', 'design', 'of', 'gold', 'standards', 'that', 'are', 'used', 'to', 'evaluate', 'them.']",,,,issues,0,78,84,78,84,are being raised concerning,0,85,184,85,184,['issues'],"['are', 'being', 'raised', 'concerning']"
46,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,2,"There is but a limited understanding of the challenges present in this data, which makes it hard to draw comparisons and formulate reliable hypotheses.","There is but a limited understanding of the challenges present in this data, which makes it hard to draw comparisons and formulate reliable hypotheses.",,,"['There', 'is', 'but', 'a', 'limited', 'understanding', 'of', 'the', 'challenges', 'present', 'in', 'this', 'data,', 'which', 'makes', 'it', 'hard', 'to', 'draw', 'comparisons', 'and', 'formulate', 'reliable', 'hypotheses.']",,,,,,,,,,is but,0,6,12,6,12,[],['is']
47,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,3,"As a first step towards alleviating the problem, this paper proposes a unifying framework to systematically investigate the present linguistic features, required reasoning and background knowledge and factual correctness on one hand, and the presence of lexical cues as a lower bound for the requirement of understanding on the other hand.","As a first step towards alleviating the problem, this paper proposes a unifying framework to systematically investigate the present linguistic features, required reasoning and background knowledge and factual correctness on one hand, and the presence of lexical cues as a lower bound for the requirement of understanding on the other hand.",,,"['As', 'a', 'first', 'step', 'towards', 'alleviating', 'the', 'problem,', 'this', 'paper', 'proposes', 'a', 'unifying', 'framework', 'to', 'systematically', 'investigate', 'the', 'present', 'linguistic', 'features,', 'required', 'reasoning', 'and', 'background', 'knowledge', 'and', 'factual', 'correctness', 'on', 'one', 'hand,', 'and', 'the', 'presence', 'of', 'lexical', 'cues', 'as', 'a', 'lower', 'bound', 'for', 'the', 'requirement', 'of', 'understanding', 'on', 'the', 'other', 'hand.']",,,,this paper,0,50,60,50,60,proposes,0,61,69,61,69,"['this', 'paper']",['proposes']
48,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,4,We propose a qualitative annotation schema for the first and a set of approximative metrics for the latter.,We propose a qualitative annotation schema for the first and a set of approximative metrics for the latter.,,,"['We', 'propose', 'a', 'qualitative', 'annotation', 'schema', 'for', 'the', 'first', 'and', 'a', 'set', 'of', 'approximative', 'metrics', 'for', 'the', 'latter.']",,,,We,0,0,2,0,2,propose,0,3,10,3,10,['We'],['propose']
49,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,5,"In a first application of the framework, we analyse modern MRC gold standards and present our findings: the absence of features that contribute towards lexical ambiguity, the varying factual correctness of the expected answers and the presence of lexical cues, all of which potentially lower the reading comprehension complexity and quality of the evaluation data.","In a first application of the framework, we analyse modern MRC gold standards and present our findings: the absence of features that contribute towards lexical ambiguity, the varying factual correctness of the expected answers and the presence of lexical cues, all of which potentially lower the reading comprehension complexity and quality of the evaluation data.",,,"['In', 'a', 'first', 'application', 'of', 'the', 'framework,', 'we', 'analyse', 'modern', 'MRC', 'gold', 'standards', 'and', 'present', 'our', 'findings:', 'the', 'absence', 'of', 'features', 'that', 'contribute', 'towards', 'lexical', 'ambiguity,', 'the', 'varying', 'factual', 'correctness', 'of', 'the', 'expected', 'answers', 'and', 'the', 'presence', 'of', 'lexical', 'cues,', 'all', 'of', 'which', 'potentially', 'lower', 'the', 'reading', 'comprehension', 'complexity', 'and', 'quality', 'of', 'the', 'evaluation', 'data.']",,,,we,0,42,44,42,44,analyse and present,0,45,90,45,90,['we'],"['analyse', 'present']"
50,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Title,0,A Framework for Evaluation of Machine Reading Comprehension Gold Standards.,A Framework for Evaluation of Machine Reading Comprehension Gold Standards.,,,"['A', 'Framework', 'for', 'Evaluation', 'of', 'Machine', 'Reading', 'Comprehension', 'Gold', 'Standards.']",,,,A Framework,0,0,11,0,11,,,,,,,"['A', 'Framework']",[]
51,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,0,"Answering compositional questions that require multiple steps of reasoning against text is challenging, especially when they involve discrete, symbolic operations.","Answering compositional questions that require multiple steps of reasoning against text is challenging, especially when they involve discrete, symbolic operations.",,,"['Answering', 'compositional', 'questions', 'that', 'require', 'multiple', 'steps', 'of', 'reasoning', 'against', 'text', 'is', 'challenging,', 'especially', 'when', 'they', 'involve', 'discrete,', 'symbolic', 'operations.']",,,,,,,,,,is,0,88,90,88,90,[],"['Answering', 'is']"
52,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,1,"Neural module networks (NMNs) learn to parse such questions as executable programs composed of learnable modules, performing well on synthetic visual QA domains.","Neural module networks (NMNs) learn to parse such questions as executable programs composed of learnable modules, performing well on synthetic visual QA domains.",,,"['Neural', 'module', 'networks', '(NMNs)', 'learn', 'to', 'parse', 'such', 'questions', 'as', 'executable', 'programs', 'composed', 'of', 'learnable', 'modules,', 'performing', 'well', 'on', 'synthetic', 'visual', 'QA', 'domains.']",,,,Neural module networks NMNs,0,0,29,0,29,learn,0,32,37,32,37,"['Neural', 'module', 'networks', 'NMNs']","['learn', 'parse']"
53,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,2,"However, we find that it is challenging to learn these models for non-synthetic questions on open-domain text, where a model needs to deal with the diversity of natural language and perform a broader range of reasoning.","However, we find that it is challenging to learn these models for non-synthetic questions on open-domain text, where a model needs to deal with the diversity of natural language and perform a broader range of reasoning.",,,"['However,', 'we', 'find', 'that', 'it', 'is', 'challenging', 'to', 'learn', 'these', 'models', 'for', 'non-synthetic', 'questions', 'on', 'open-domain', 'text,', 'where', 'a', 'model', 'needs', 'to', 'deal', 'with', 'the', 'diversity', 'of', 'natural', 'language', 'and', 'perform', 'a', 'broader', 'range', 'of', 'reasoning.']",,,,we,0,10,12,10,12,find,0,13,17,13,17,['we'],['find']
54,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,3,"We extend NMNs by: (a) introducing modules that reason over a paragraph of text, performing symbolic reasoning (such as arithmetic, sorting, counting) over numbers and dates in a probabilistic and differentiable manner; and (b) proposing an unsupervised auxiliary loss to help extract arguments associated with the events in text.","We extend NMNs by: (a) introducing modules that reason over a paragraph of text, performing symbolic reasoning (such as arithmetic, sorting, counting) over numbers and dates in a probabilistic and differentiable manner; and (b) proposing an unsupervised auxiliary loss to help extract arguments associated with the events in text.",,,"['We', 'extend', 'NMNs', 'by:', '(a)', 'introducing', 'modules', 'that', 'reason', 'over', 'a', 'paragraph', 'of', 'text,', 'performing', 'symbolic', 'reasoning', '(such', 'as', 'arithmetic,', 'sorting,', 'counting)', 'over', 'numbers', 'and', 'dates', 'in', 'a', 'probabilistic', 'and', 'differentiable', 'manner;', 'and', '(b)', 'proposing', 'an', 'unsupervised', 'auxiliary', 'loss', 'to', 'help', 'extract', 'arguments', 'associated', 'with', 'the', 'events', 'in', 'text.']",,,,We,0,0,2,0,2,extend,0,3,9,3,9,['We'],['extend']
55,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,4,"Additionally, we show that a limited amount of heuristically-obtained question program and intermediate module output supervision provides sufficient inductive bias for accurate learning.","Additionally, we show that a limited amount of heuristically-obtained question program and intermediate module output supervision provides sufficient inductive bias for accurate learning.",,,"['Additionally,', 'we', 'show', 'that', 'a', 'limited', 'amount', 'of', 'heuristically-obtained', 'question', 'program', 'and', 'intermediate', 'module', 'output', 'supervision', 'provides', 'sufficient', 'inductive', 'bias', 'for', 'accurate', 'learning.']",,,,we,0,15,17,15,17,show,0,18,22,18,22,['we'],['show']
56,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,5,Our proposed model significantly outperforms state-of-the-art models on a subset of the DROP dataset that poses a variety of reasoning challenges that are covered by our modules.,Our proposed model significantly outperforms state-of-the-art models on a subset of the,DROP,dataset that poses a variety of reasoning challenges that are covered by our modules .,"['Our', 'proposed', 'model', 'significantly', 'outperforms', 'state-of-the-art', 'models', 'on', 'a', 'subset', 'of', 'the', 'DROP', 'dataset', 'that', 'poses', 'a', 'variety', 'of', 'reasoning', 'challenges', 'that', 'are', 'covered', 'by', 'our', 'modules', '.']","(12, 13)","(87, 91)",0,model,0,13,18,13,18,outperforms,0,33,44,33,44,['model'],['outperforms']
57,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Title,0,Neural Module Networks for Reasoning over Text.,Neural Module Networks for Reasoning over Text.,,,"['Neural', 'Module', 'Networks', 'for', 'Reasoning', 'over', 'Text.']",,,,Neural Module Networks,0,0,22,0,22,,,,,,,"['Neural', 'Module', 'Networks']",[]
58,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,0,Numerical reasoning is often important to accurately understand the world.,Numerical reasoning is often important to accurately understand the world.,,,"['Numerical', 'reasoning', 'is', 'often', 'important', 'to', 'accurately', 'understand', 'the', 'world.']",,,,Numerical reasoning,0,0,19,0,19,is,0,20,22,20,22,"['Numerical', 'reasoning']","['is', 'understand']"
59,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,1,"Recently, several format-specific datasets have been proposed, such as numerical reasoning in the settings of Natural Language Inference (NLI), Reading Comprehension (RC), and Question Answering (QA).","Recently, several format-specific datasets have been proposed, such as numerical reasoning in the settings of Natural Language Inference (NLI), Reading Comprehension (RC), and Question Answering (QA).",,,"['Recently,', 'several', 'format-specific', 'datasets', 'have', 'been', 'proposed,', 'such', 'as', 'numerical', 'reasoning', 'in', 'the', 'settings', 'of', 'Natural', 'Language', 'Inference', '(NLI),', 'Reading', 'Comprehension', '(RC),', 'and', 'Question', 'Answering', '(QA).']",,,,several format specific datasets,0,11,45,11,45,have been proposed,0,46,64,46,64,"['several', 'format', 'specific', 'datasets']","['have', 'been', 'proposed']"
60,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,2,Several format-specific models and architectures in response to those datasets have also been proposed.,Several format-specific models and architectures in response to those datasets have also been proposed.,,,"['Several', 'format-specific', 'models', 'and', 'architectures', 'in', 'response', 'to', 'those', 'datasets', 'have', 'also', 'been', 'proposed.']",,,,Several format specific models architectures,0,0,50,0,50,have been proposed,0,81,104,81,104,"['Several', 'format', 'specific', 'models', 'architectures']","['have', 'been', 'proposed']"
61,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,3,"However, there exists a strong need for a benchmark which can evaluate the abilities of models, in performing question format independent numerical reasoning, as (i) the numerical reasoning capabilities we want to teach are not controlled by question formats, (ii) for numerical reasoning technology to have the best possible application, it must be able to process language and reason in a way that is not exclusive to a single format, task, dataset or domain.","However, there exists a strong need for a benchmark which can evaluate the abilities of models, in performing question format independent numerical reasoning, as (i) the numerical reasoning capabilities we want to teach are not controlled by question formats, (ii) for numerical reasoning technology to have the best possible application, it must be able to process language and reason in a way that is not exclusive to a single format, task, dataset or domain.",,,"['However,', 'there', 'exists', 'a', 'strong', 'need', 'for', 'a', 'benchmark', 'which', 'can', 'evaluate', 'the', 'abilities', 'of', 'models,', 'in', 'performing', 'question', 'format', 'independent', 'numerical', 'reasoning,', 'as', '(i)', 'the', 'numerical', 'reasoning', 'capabilities', 'we', 'want', 'to', 'teach', 'are', 'not', 'controlled', 'by', 'question', 'formats,', '(ii)', 'for', 'numerical', 'reasoning', 'technology', 'to', 'have', 'the', 'best', 'possible', 'application,', 'it', 'must', 'be', 'able', 'to', 'process', 'language', 'and', 'reason', 'in', 'a', 'way', 'that', 'is', 'not', 'exclusive', 'to', 'a', 'single', 'format,', 'task,', 'dataset', 'or', 'domain.']",,,,,,,,,,exists,0,16,22,16,22,[],['exists']
62,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,4,"In pursuit of this goal, we introduce NUMBERGAME, a multifaceted benchmark to evaluate model performance across numerical reasoning tasks of eight diverse formats.","In pursuit of this goal, we introduce NUMBERGAME, a multifaceted benchmark to evaluate model performance across numerical reasoning tasks of eight diverse formats.",,,"['In', 'pursuit', 'of', 'this', 'goal,', 'we', 'introduce', 'NUMBERGAME,', 'a', 'multifaceted', 'benchmark', 'to', 'evaluate', 'model', 'performance', 'across', 'numerical', 'reasoning', 'tasks', 'of', 'eight', 'diverse', 'formats.']",,,,we,0,26,28,26,28,introduce,0,29,38,29,38,['we'],['introduce']
63,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,5,We add four existing question types in our compilation.,We add four existing question types in our compilation.,,,"['We', 'add', 'four', 'existing', 'question', 'types', 'in', 'our', 'compilation.']",,,,We,0,0,2,0,2,add,0,3,6,3,6,['We'],['add']
64,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,6,"Two of the new types we add are about questions that require external numerical knowledge, commonsense knowledge and domain knowledge.","Two of the new types we add are about questions that require external numerical knowledge, commonsense knowledge and domain knowledge.",,,"['Two', 'of', 'the', 'new', 'types', 'we', 'add', 'are', 'about', 'questions', 'that', 'require', 'external', 'numerical', 'knowledge,', 'commonsense', 'knowledge', 'and', 'domain', 'knowledge.']",,,,,,,,,,are,0,28,31,28,31,[],['are']
65,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,7,"While recently many QA datasets involving external knowledge have been proposed, ours incorporates them in a numerical reasoning setting.","While recently many QA datasets involving external knowledge have been proposed, ours incorporates them in a numerical reasoning setting.",,,"['While', 'recently', 'many', 'QA', 'datasets', 'involving', 'external', 'knowledge', 'have', 'been', 'proposed,', 'ours', 'incorporates', 'them', 'in', 'a', 'numerical', 'reasoning', 'setting.']",,,,,,,,,,incorporates,0,87,99,87,99,[],['incorporates']
66,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,8,Other types in our compilation build upon existing data sets.,Other types in our compilation build upon existing data sets.,,,"['Other', 'types', 'in', 'our', 'compilation', 'build', 'upon', 'existing', 'data', 'sets.']",,,,Other types,0,0,11,0,11,,,,,,,"['Other', 'types']",[]
67,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,9,"For building a more practical numerical reasoning system, NUMBERGAME demands four capabilities beyond numerical reasoning: (i) detecting question format directly from data (ii) finding intermediate common format to which every format can be converted (iii) incorporating commonsense knowledge (iv) handling data imbalance across formats.","For building a more practical numerical reasoning system, NUMBERGAME demands four capabilities beyond numerical reasoning: (i) detecting question format directly from data (ii) finding intermediate common format to which every format can be converted (iii) incorporating commonsense knowledge (iv) handling data imbalance across formats.",,,"['For', 'building', 'a', 'more', 'practical', 'numerical', 'reasoning', 'system,', 'NUMBERGAME', 'demands', 'four', 'capabilities', 'beyond', 'numerical', 'reasoning:', '(i)', 'detecting', 'question', 'format', 'directly', 'from', 'data', '(ii)', 'finding', 'intermediate', 'common', 'format', 'to', 'which', 'every', 'format', 'can', 'be', 'converted', '(iii)', 'incorporating', 'commonsense', 'knowledge', '(iv)', 'handling', 'data', 'imbalance', 'across', 'formats.']",,,,NUMBERGAME,0,59,69,59,69,demands,0,70,77,70,77,['NUMBERGAME'],['demands']
68,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,10,"We build several baselines, including a new model based on knowledge hunting using a cheatsheet.","We build several baselines, including a new model based on knowledge hunting using a cheatsheet.",,,"['We', 'build', 'several', 'baselines,', 'including', 'a', 'new', 'model', 'based', 'on', 'knowledge', 'hunting', 'using', 'a', 'cheatsheet.']",,,,We,0,0,2,0,2,build,0,3,8,3,8,['We'],['build']
69,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,11,"However, all baselines perform poorly in contrast to the human baselines, indicating the hardness of our benchmark.","However, all baselines perform poorly in contrast to the human baselines, indicating the hardness of our benchmark.",,,"['However,', 'all', 'baselines', 'perform', 'poorly', 'in', 'contrast', 'to', 'the', 'human', 'baselines,', 'indicating', 'the', 'hardness', 'of', 'our', 'benchmark.']",,,,all baselines,0,10,23,10,23,perform,0,24,31,24,31,"['all', 'baselines']","['perform', 'indicating']"
70,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,12,"Our work takes forward the recent progress in generic system development, demonstrating the scope of these under-explored tasks.","Our work takes forward the recent progress in generic system development, demonstrating the scope of these under-explored tasks.",,,"['Our', 'work', 'takes', 'forward', 'the', 'recent', 'progress', 'in', 'generic', 'system', 'development,', 'demonstrating', 'the', 'scope', 'of', 'these', 'under-explored', 'tasks.']",,,,work,0,4,8,4,8,takes,0,9,14,9,14,['work'],['takes']
71,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Title,0,Towards Question Format Independent Numerical Reasoning: A Set of Prerequisite Tasks.,Towards Question Format Independent Numerical Reasoning: A Set of Prerequisite Tasks.,,,"['Towards', 'Question', 'Format', 'Independent', 'Numerical', 'Reasoning:', 'A', 'Set', 'of', 'Prerequisite', 'Tasks.']",,,,Question Format Independent Numerical Reasoning A Set,0,8,63,8,63,,,,,,,"['Question', 'Format', 'Independent', 'Numerical', 'Reasoning', 'A', 'Set']",[]
72,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,0,"Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.","Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.",,,"['Integrating', 'distributed', 'representations', 'with', 'symbolic', 'operations', 'is', 'essential', 'for', 'reading', 'comprehension', 'requiring', 'complex', 'reasoning,', 'such', 'as', 'counting,', 'sorting', 'and', 'arithmetics,', 'but', 'most', 'existing', 'approaches', 'are', 'hard', 'to', 'scale', 'to', 'more', 'domains', 'or', 'more', 'complex', 'reasoning.']",,,,,,,,,,but,0,179,182,179,182,"['existing', 'approaches']","['Integrating', 'is', 'are', 'scale']"
73,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,1,"In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.","In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.",,,"['In', 'this', 'work,', 'we', 'propose', 'the', 'Neural', 'Symbolic', 'Reader', '(NeRd),', 'which', 'includes', 'a', 'reader,', 'e.g.,', 'BERT,', 'to', 'encode', 'the', 'passage', 'and', 'question,', 'and', 'a', 'programmer,', 'e.g.,', 'LSTM,', 'to', 'generate', 'a', 'program', 'that', 'is', 'executed', 'to', 'produce', 'the', 'answer.']",,,,we,0,15,17,15,17,propose,0,18,25,18,25,['we'],['propose']
