,URL,ID,Type,Index,Text,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,group,group2
41,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,4,"Experiments show that our model achieves 79.9 F1 on the DROP hidden test set, creating new state-of-the-art results.",Experiments show that our model achieves 79.9 F1 on the,DROP,"hidden test set , creating new state-of-the-art results .","['Experiments', 'show', 'that', 'our', 'model', 'achieves', '79.9', 'F1', 'on', 'the', 'DROP', 'hidden', 'test', 'set', ',', 'creating', 'new', 'state-of-the-art', 'results', '.']","(10, 11)","(55, 59)",0,S,"['NP', 'VP', '.']"
42,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Abstract,5,Source code\footnote{\url{https://github.com/huminghao16/MTMSN}} is released to facilitate future work.,Source code\footnote{\url{https://github.com/huminghao16/MTMSN}} is released to facilitate future work.,,,"['Source', 'code\\footnote{\\url{https://github.com/huminghao16/MTMSN}}', 'is', 'released', 'to', 'facilitate', 'future', 'work.']",,,,S,"['NP', 'VP', '.']"
43,https://www.semanticscholar.org/paper/A-Multi-Type-Multi-Span-Network-for-Reading-that-Hu-Peng/b285c067f2da04bf5647beb8853bfddf6d9b4e1b,5,Title,0,A Multi-Type Multi-Span Network for Reading Comprehension that Requires Discrete Reasoning.,A Multi-Type Multi-Span Network for Reading Comprehension that Requires Discrete Reasoning.,,,"['A', 'Multi-Type', 'Multi-Span', 'Network', 'for', 'Reading', 'Comprehension', 'that', 'Requires', 'Discrete', 'Reasoning.']",,,,NP,"['DT', 'NNP', 'HYPH', 'NNP', 'NNP', 'HYPH', 'NP', 'PP', 'SBAR', '.']"
44,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,0,Machine Reading Comprehension (MRC) is the task of answering a question over a paragraph of text.,Machine Reading Comprehension (MRC) is the task of answering a question over a paragraph of text.,,,"['Machine', 'Reading', 'Comprehension', '(MRC)', 'is', 'the', 'task', 'of', 'answering', 'a', 'question', 'over', 'a', 'paragraph', 'of', 'text.']",,,,S,"['NP', 'VP', '.']"
45,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,1,"While neural MRC systems gain popularity and achieve noticeable performance, issues are being raised with the methodology used to establish their performance, particularly concerning the data design of gold standards that are used to evaluate them.","While neural MRC systems gain popularity and achieve noticeable performance, issues are being raised with the methodology used to establish their performance, particularly concerning the data design of gold standards that are used to evaluate them.",,,"['While', 'neural', 'MRC', 'systems', 'gain', 'popularity', 'and', 'achieve', 'noticeable', 'performance,', 'issues', 'are', 'being', 'raised', 'with', 'the', 'methodology', 'used', 'to', 'establish', 'their', 'performance,', 'particularly', 'concerning', 'the', 'data', 'design', 'of', 'gold', 'standards', 'that', 'are', 'used', 'to', 'evaluate', 'them.']",,,,S,"['SBAR', ',', 'NP', 'VP', '.']"
46,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,2,"There is but a limited understanding of the challenges present in this data, which makes it hard to draw comparisons and formulate reliable hypotheses.","There is but a limited understanding of the challenges present in this data, which makes it hard to draw comparisons and formulate reliable hypotheses.",,,"['There', 'is', 'but', 'a', 'limited', 'understanding', 'of', 'the', 'challenges', 'present', 'in', 'this', 'data,', 'which', 'makes', 'it', 'hard', 'to', 'draw', 'comparisons', 'and', 'formulate', 'reliable', 'hypotheses.']",,,,S,"['NP', 'VP', '.']"
47,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,3,"As a first step towards alleviating the problem, this paper proposes a unifying framework to systematically investigate the present linguistic features, required reasoning and background knowledge and factual correctness on one hand, and the presence of lexical cues as a lower bound for the requirement of understanding on the other hand.","As a first step towards alleviating the problem, this paper proposes a unifying framework to systematically investigate the present linguistic features, required reasoning and background knowledge and factual correctness on one hand, and the presence of lexical cues as a lower bound for the requirement of understanding on the other hand.",,,"['As', 'a', 'first', 'step', 'towards', 'alleviating', 'the', 'problem,', 'this', 'paper', 'proposes', 'a', 'unifying', 'framework', 'to', 'systematically', 'investigate', 'the', 'present', 'linguistic', 'features,', 'required', 'reasoning', 'and', 'background', 'knowledge', 'and', 'factual', 'correctness', 'on', 'one', 'hand,', 'and', 'the', 'presence', 'of', 'lexical', 'cues', 'as', 'a', 'lower', 'bound', 'for', 'the', 'requirement', 'of', 'understanding', 'on', 'the', 'other', 'hand.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
48,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,4,We propose a qualitative annotation schema for the first and a set of approximative metrics for the latter.,We propose a qualitative annotation schema for the first and a set of approximative metrics for the latter.,,,"['We', 'propose', 'a', 'qualitative', 'annotation', 'schema', 'for', 'the', 'first', 'and', 'a', 'set', 'of', 'approximative', 'metrics', 'for', 'the', 'latter.']",,,,S,"['NP', 'VP', '.']"
49,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Abstract,5,"In a first application of the framework, we analyse modern MRC gold standards and present our findings: the absence of features that contribute towards lexical ambiguity, the varying factual correctness of the expected answers and the presence of lexical cues, all of which potentially lower the reading comprehension complexity and quality of the evaluation data.","In a first application of the framework, we analyse modern MRC gold standards and present our findings: the absence of features that contribute towards lexical ambiguity, the varying factual correctness of the expected answers and the presence of lexical cues, all of which potentially lower the reading comprehension complexity and quality of the evaluation data.",,,"['In', 'a', 'first', 'application', 'of', 'the', 'framework,', 'we', 'analyse', 'modern', 'MRC', 'gold', 'standards', 'and', 'present', 'our', 'findings:', 'the', 'absence', 'of', 'features', 'that', 'contribute', 'towards', 'lexical', 'ambiguity,', 'the', 'varying', 'factual', 'correctness', 'of', 'the', 'expected', 'answers', 'and', 'the', 'presence', 'of', 'lexical', 'cues,', 'all', 'of', 'which', 'potentially', 'lower', 'the', 'reading', 'comprehension', 'complexity', 'and', 'quality', 'of', 'the', 'evaluation', 'data.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
50,https://www.semanticscholar.org/paper/A-Framework-for-Evaluation-of-Machine-Reading-Gold-Schlegel-Valentino/e27031f5a47025eaedd65af3b4a48f07b5636514,6,Title,0,A Framework for Evaluation of Machine Reading Comprehension Gold Standards.,A Framework for Evaluation of Machine Reading Comprehension Gold Standards.,,,"['A', 'Framework', 'for', 'Evaluation', 'of', 'Machine', 'Reading', 'Comprehension', 'Gold', 'Standards.']",,,,NP,"['NP', 'PP', '.']"
51,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,0,"Answering compositional questions that require multiple steps of reasoning against text is challenging, especially when they involve discrete, symbolic operations.","Answering compositional questions that require multiple steps of reasoning against text is challenging, especially when they involve discrete, symbolic operations.",,,"['Answering', 'compositional', 'questions', 'that', 'require', 'multiple', 'steps', 'of', 'reasoning', 'against', 'text', 'is', 'challenging,', 'especially', 'when', 'they', 'involve', 'discrete,', 'symbolic', 'operations.']",,,,S,"['S', 'VP', '.']"
52,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,1,"Neural module networks (NMNs) learn to parse such questions as executable programs composed of learnable modules, performing well on synthetic visual QA domains.","Neural module networks (NMNs) learn to parse such questions as executable programs composed of learnable modules, performing well on synthetic visual QA domains.",,,"['Neural', 'module', 'networks', '(NMNs)', 'learn', 'to', 'parse', 'such', 'questions', 'as', 'executable', 'programs', 'composed', 'of', 'learnable', 'modules,', 'performing', 'well', 'on', 'synthetic', 'visual', 'QA', 'domains.']",,,,S,"['NP', 'VP', '.']"
53,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,2,"However, we find that it is challenging to learn these models for non-synthetic questions on open-domain text, where a model needs to deal with the diversity of natural language and perform a broader range of reasoning.","However, we find that it is challenging to learn these models for non-synthetic questions on open-domain text, where a model needs to deal with the diversity of natural language and perform a broader range of reasoning.",,,"['However,', 'we', 'find', 'that', 'it', 'is', 'challenging', 'to', 'learn', 'these', 'models', 'for', 'non-synthetic', 'questions', 'on', 'open-domain', 'text,', 'where', 'a', 'model', 'needs', 'to', 'deal', 'with', 'the', 'diversity', 'of', 'natural', 'language', 'and', 'perform', 'a', 'broader', 'range', 'of', 'reasoning.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
54,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,3,"We extend NMNs by: (a) introducing modules that reason over a paragraph of text, performing symbolic reasoning (such as arithmetic, sorting, counting) over numbers and dates in a probabilistic and differentiable manner; and (b) proposing an unsupervised auxiliary loss to help extract arguments associated with the events in text.","We extend NMNs by: (a) introducing modules that reason over a paragraph of text, performing symbolic reasoning (such as arithmetic, sorting, counting) over numbers and dates in a probabilistic and differentiable manner; and (b) proposing an unsupervised auxiliary loss to help extract arguments associated with the events in text.",,,"['We', 'extend', 'NMNs', 'by:', '(a)', 'introducing', 'modules', 'that', 'reason', 'over', 'a', 'paragraph', 'of', 'text,', 'performing', 'symbolic', 'reasoning', '(such', 'as', 'arithmetic,', 'sorting,', 'counting)', 'over', 'numbers', 'and', 'dates', 'in', 'a', 'probabilistic', 'and', 'differentiable', 'manner;', 'and', '(b)', 'proposing', 'an', 'unsupervised', 'auxiliary', 'loss', 'to', 'help', 'extract', 'arguments', 'associated', 'with', 'the', 'events', 'in', 'text.']",,,,S,"['NP', 'VP', '.']"
55,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,4,"Additionally, we show that a limited amount of heuristically-obtained question program and intermediate module output supervision provides sufficient inductive bias for accurate learning.","Additionally, we show that a limited amount of heuristically-obtained question program and intermediate module output supervision provides sufficient inductive bias for accurate learning.",,,"['Additionally,', 'we', 'show', 'that', 'a', 'limited', 'amount', 'of', 'heuristically-obtained', 'question', 'program', 'and', 'intermediate', 'module', 'output', 'supervision', 'provides', 'sufficient', 'inductive', 'bias', 'for', 'accurate', 'learning.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
56,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Abstract,5,Our proposed model significantly outperforms state-of-the-art models on a subset of the DROP dataset that poses a variety of reasoning challenges that are covered by our modules.,Our proposed model significantly outperforms state-of-the-art models on a subset of the,DROP,dataset that poses a variety of reasoning challenges that are covered by our modules .,"['Our', 'proposed', 'model', 'significantly', 'outperforms', 'state-of-the-art', 'models', 'on', 'a', 'subset', 'of', 'the', 'DROP', 'dataset', 'that', 'poses', 'a', 'variety', 'of', 'reasoning', 'challenges', 'that', 'are', 'covered', 'by', 'our', 'modules', '.']","(12, 13)","(87, 91)",0,S,"['NP', 'VP', '.']"
57,https://www.semanticscholar.org/paper/Neural-Module-Networks-for-Reasoning-over-Text-Gupta-Lin/4cdf436857c23c5f7d1aad51e2a8124faf0070d2,7,Title,0,Neural Module Networks for Reasoning over Text.,Neural Module Networks for Reasoning over Text.,,,"['Neural', 'Module', 'Networks', 'for', 'Reasoning', 'over', 'Text.']",,,,NP,"['NP', 'PP', 'PP', '.']"
58,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,0,Numerical reasoning is often important to accurately understand the world.,Numerical reasoning is often important to accurately understand the world.,,,"['Numerical', 'reasoning', 'is', 'often', 'important', 'to', 'accurately', 'understand', 'the', 'world.']",,,,S,"['NP', 'VP', '.']"
59,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,1,"Recently, several format-specific datasets have been proposed, such as numerical reasoning in the settings of Natural Language Inference (NLI), Reading Comprehension (RC), and Question Answering (QA).","Recently, several format-specific datasets have been proposed, such as numerical reasoning in the settings of Natural Language Inference (NLI), Reading Comprehension (RC), and Question Answering (QA).",,,"['Recently,', 'several', 'format-specific', 'datasets', 'have', 'been', 'proposed,', 'such', 'as', 'numerical', 'reasoning', 'in', 'the', 'settings', 'of', 'Natural', 'Language', 'Inference', '(NLI),', 'Reading', 'Comprehension', '(RC),', 'and', 'Question', 'Answering', '(QA).']",,,,S,"['ADVP', ',', 'NP', 'VP', ',', 'PP', '.']"
60,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,2,Several format-specific models and architectures in response to those datasets have also been proposed.,Several format-specific models and architectures in response to those datasets have also been proposed.,,,"['Several', 'format-specific', 'models', 'and', 'architectures', 'in', 'response', 'to', 'those', 'datasets', 'have', 'also', 'been', 'proposed.']",,,,S,"['NP', 'VP', '.']"
61,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,3,"However, there exists a strong need for a benchmark which can evaluate the abilities of models, in performing question format independent numerical reasoning, as (i) the numerical reasoning capabilities we want to teach are not controlled by question formats, (ii) for numerical reasoning technology to have the best possible application, it must be able to process language and reason in a way that is not exclusive to a single format, task, dataset or domain.","However, there exists a strong need for a benchmark which can evaluate the abilities of models, in performing question format independent numerical reasoning, as (i) the numerical reasoning capabilities we want to teach are not controlled by question formats, (ii) for numerical reasoning technology to have the best possible application, it must be able to process language and reason in a way that is not exclusive to a single format, task, dataset or domain.",,,"['However,', 'there', 'exists', 'a', 'strong', 'need', 'for', 'a', 'benchmark', 'which', 'can', 'evaluate', 'the', 'abilities', 'of', 'models,', 'in', 'performing', 'question', 'format', 'independent', 'numerical', 'reasoning,', 'as', '(i)', 'the', 'numerical', 'reasoning', 'capabilities', 'we', 'want', 'to', 'teach', 'are', 'not', 'controlled', 'by', 'question', 'formats,', '(ii)', 'for', 'numerical', 'reasoning', 'technology', 'to', 'have', 'the', 'best', 'possible', 'application,', 'it', 'must', 'be', 'able', 'to', 'process', 'language', 'and', 'reason', 'in', 'a', 'way', 'that', 'is', 'not', 'exclusive', 'to', 'a', 'single', 'format,', 'task,', 'dataset', 'or', 'domain.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
62,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,4,"In pursuit of this goal, we introduce NUMBERGAME, a multifaceted benchmark to evaluate model performance across numerical reasoning tasks of eight diverse formats.","In pursuit of this goal, we introduce NUMBERGAME, a multifaceted benchmark to evaluate model performance across numerical reasoning tasks of eight diverse formats.",,,"['In', 'pursuit', 'of', 'this', 'goal,', 'we', 'introduce', 'NUMBERGAME,', 'a', 'multifaceted', 'benchmark', 'to', 'evaluate', 'model', 'performance', 'across', 'numerical', 'reasoning', 'tasks', 'of', 'eight', 'diverse', 'formats.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
63,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,5,We add four existing question types in our compilation.,We add four existing question types in our compilation.,,,"['We', 'add', 'four', 'existing', 'question', 'types', 'in', 'our', 'compilation.']",,,,S,"['NP', 'VP', '.']"
64,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,6,"Two of the new types we add are about questions that require external numerical knowledge, commonsense knowledge and domain knowledge.","Two of the new types we add are about questions that require external numerical knowledge, commonsense knowledge and domain knowledge.",,,"['Two', 'of', 'the', 'new', 'types', 'we', 'add', 'are', 'about', 'questions', 'that', 'require', 'external', 'numerical', 'knowledge,', 'commonsense', 'knowledge', 'and', 'domain', 'knowledge.']",,,,S,"['NP', 'VP', '.']"
65,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,7,"While recently many QA datasets involving external knowledge have been proposed, ours incorporates them in a numerical reasoning setting.","While recently many QA datasets involving external knowledge have been proposed, ours incorporates them in a numerical reasoning setting.",,,"['While', 'recently', 'many', 'QA', 'datasets', 'involving', 'external', 'knowledge', 'have', 'been', 'proposed,', 'ours', 'incorporates', 'them', 'in', 'a', 'numerical', 'reasoning', 'setting.']",,,,S,"['SBAR', ',', 'NP', 'VP', '.']"
66,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,8,Other types in our compilation build upon existing data sets.,Other types in our compilation build upon existing data sets.,,,"['Other', 'types', 'in', 'our', 'compilation', 'build', 'upon', 'existing', 'data', 'sets.']",,,,S,"['NP', 'VP', '.']"
67,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,9,"For building a more practical numerical reasoning system, NUMBERGAME demands four capabilities beyond numerical reasoning: (i) detecting question format directly from data (ii) finding intermediate common format to which every format can be converted (iii) incorporating commonsense knowledge (iv) handling data imbalance across formats.","For building a more practical numerical reasoning system, NUMBERGAME demands four capabilities beyond numerical reasoning: (i) detecting question format directly from data (ii) finding intermediate common format to which every format can be converted (iii) incorporating commonsense knowledge (iv) handling data imbalance across formats.",,,"['For', 'building', 'a', 'more', 'practical', 'numerical', 'reasoning', 'system,', 'NUMBERGAME', 'demands', 'four', 'capabilities', 'beyond', 'numerical', 'reasoning:', '(i)', 'detecting', 'question', 'format', 'directly', 'from', 'data', '(ii)', 'finding', 'intermediate', 'common', 'format', 'to', 'which', 'every', 'format', 'can', 'be', 'converted', '(iii)', 'incorporating', 'commonsense', 'knowledge', '(iv)', 'handling', 'data', 'imbalance', 'across', 'formats.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
68,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,10,"We build several baselines, including a new model based on knowledge hunting using a cheatsheet.","We build several baselines, including a new model based on knowledge hunting using a cheatsheet.",,,"['We', 'build', 'several', 'baselines,', 'including', 'a', 'new', 'model', 'based', 'on', 'knowledge', 'hunting', 'using', 'a', 'cheatsheet.']",,,,S,"['NP', 'VP', '.']"
69,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,11,"However, all baselines perform poorly in contrast to the human baselines, indicating the hardness of our benchmark.","However, all baselines perform poorly in contrast to the human baselines, indicating the hardness of our benchmark.",,,"['However,', 'all', 'baselines', 'perform', 'poorly', 'in', 'contrast', 'to', 'the', 'human', 'baselines,', 'indicating', 'the', 'hardness', 'of', 'our', 'benchmark.']",,,,S,"['ADVP', ',', 'NP', 'VP', '.']"
70,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Abstract,12,"Our work takes forward the recent progress in generic system development, demonstrating the scope of these under-explored tasks.","Our work takes forward the recent progress in generic system development, demonstrating the scope of these under-explored tasks.",,,"['Our', 'work', 'takes', 'forward', 'the', 'recent', 'progress', 'in', 'generic', 'system', 'development,', 'demonstrating', 'the', 'scope', 'of', 'these', 'under-explored', 'tasks.']",,,,S,"['NP', 'VP', '.']"
71,https://www.semanticscholar.org/paper/Towards-Question-Format-Independent-Numerical-A-Set-Mishra-Mitra/72e6b14c081ad3e6a1c295b60e5c834837e6b304,8,Title,0,Towards Question Format Independent Numerical Reasoning: A Set of Prerequisite Tasks.,Towards Question Format Independent Numerical Reasoning: A Set of Prerequisite Tasks.,,,"['Towards', 'Question', 'Format', 'Independent', 'Numerical', 'Reasoning:', 'A', 'Set', 'of', 'Prerequisite', 'Tasks.']",,,,FRAG,"['IN', 'NP', 'NP', ':', 'NP', '.']"
72,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,0,"Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.","Integrating distributed representations with symbolic operations is essential for reading comprehension requiring complex reasoning, such as counting, sorting and arithmetics, but most existing approaches are hard to scale to more domains or more complex reasoning.",,,"['Integrating', 'distributed', 'representations', 'with', 'symbolic', 'operations', 'is', 'essential', 'for', 'reading', 'comprehension', 'requiring', 'complex', 'reasoning,', 'such', 'as', 'counting,', 'sorting', 'and', 'arithmetics,', 'but', 'most', 'existing', 'approaches', 'are', 'hard', 'to', 'scale', 'to', 'more', 'domains', 'or', 'more', 'complex', 'reasoning.']",,,,S,"['S', ',', 'CC', 'S', '.']"
73,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,1,"In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.","In this work, we propose the Neural Symbolic Reader (NeRd), which includes a reader, e.g., BERT, to encode the passage and question, and a programmer, e.g., LSTM, to generate a program that is executed to produce the answer.",,,"['In', 'this', 'work,', 'we', 'propose', 'the', 'Neural', 'Symbolic', 'Reader', '(NeRd),', 'which', 'includes', 'a', 'reader,', 'e.g.,', 'BERT,', 'to', 'encode', 'the', 'passage', 'and', 'question,', 'and', 'a', 'programmer,', 'e.g.,', 'LSTM,', 'to', 'generate', 'a', 'program', 'that', 'is', 'executed', 'to', 'produce', 'the', 'answer.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
74,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,2,"Compared to previous works, NeRd is more scalable in two aspects: (1) domain-agnostic, i.e., the same neural architecture works for different domains; (2) compositional, i.e., when needed, complex programs can be generated by recursively applying the predefined operators, which become executable and interpretable representations for more complex reasoning.","Compared to previous works, NeRd is more scalable in two aspects: (1) domain-agnostic, i.e., the same neural architecture works for different domains; (2) compositional, i.e., when needed, complex programs can be generated by recursively applying the predefined operators, which become executable and interpretable representations for more complex reasoning.",,,"['Compared', 'to', 'previous', 'works,', 'NeRd', 'is', 'more', 'scalable', 'in', 'two', 'aspects:', '(1)', 'domain-agnostic,', 'i.e.,', 'the', 'same', 'neural', 'architecture', 'works', 'for', 'different', 'domains;', '(2)', 'compositional,', 'i.e.,', 'when', 'needed,', 'complex', 'programs', 'can', 'be', 'generated', 'by', 'recursively', 'applying', 'the', 'predefined', 'operators,', 'which', 'become', 'executable', 'and', 'interpretable', 'representations', 'for', 'more', 'complex', 'reasoning.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
75,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,3,"Furthermore, to overcome the challenge of training NeRd with weak supervision, we apply data augmentation techniques and hard Expectation-Maximization (EM) with thresholding.","Furthermore, to overcome the challenge of training NeRd with weak supervision, we apply data augmentation techniques and hard Expectation-Maximization (EM) with thresholding.",,,"['Furthermore,', 'to', 'overcome', 'the', 'challenge', 'of', 'training', 'NeRd', 'with', 'weak', 'supervision,', 'we', 'apply', 'data', 'augmentation', 'techniques', 'and', 'hard', 'Expectation-Maximization', '(EM)', 'with', 'thresholding.']",,,,S,"['ADVP', ',', 'S', ',', 'NP', 'VP', '.']"
76,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,4,"On DROP, a challenging reading comprehension dataset that requires discrete reasoning, NeRd achieves 2.5%/1.8% absolute improvement over the state-of-the-art on EM/F1 metrics.",On,DROP,", a challenging reading comprehension dataset that requires discrete reasoning , NeRd achieves 2.5 % /1.8 % absolute improvement over the state-of-the-art on EM/F1 metrics .","['On', 'DROP', ',', 'a', 'challenging', 'reading', 'comprehension', 'dataset', 'that', 'requires', 'discrete', 'reasoning', ',', 'NeRd', 'achieves', '2.5', '%', '/1.8', '%', 'absolute', 'improvement', 'over', 'the', 'state-of-the-art', 'on', 'EM/F1', 'metrics', '.']","(1, 2)","(2, 6)",0,S,"['PP', 'NP', 'VP', '.']"
77,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,5,"With the same architecture, NeRd significantly outperforms the baselines on MathQA, a math problem benchmark that requires multiple steps of reasoning, by 25.5% absolute increment on accuracy when trained on all the annotated programs.","With the same architecture, NeRd significantly outperforms the baselines on MathQA, a math problem benchmark that requires multiple steps of reasoning, by 25.5% absolute increment on accuracy when trained on all the annotated programs.",,,"['With', 'the', 'same', 'architecture,', 'NeRd', 'significantly', 'outperforms', 'the', 'baselines', 'on', 'MathQA,', 'a', 'math', 'problem', 'benchmark', 'that', 'requires', 'multiple', 'steps', 'of', 'reasoning,', 'by', '25.5%', 'absolute', 'increment', 'on', 'accuracy', 'when', 'trained', 'on', 'all', 'the', 'annotated', 'programs.']",,,,S,"['PP', ',', 'NP', 'VP', '.']"
78,https://www.semanticscholar.org/paper/Neural-Symbolic-Reader%3A-Scalable-Integration-of-and-Chen-Liang/b9a5aa5db8836744ff2073e8368520b7a614049f,9,Abstract,6,"More importantly, NeRd still beats the baselines even when only 20% of the program annotations are given.","More importantly, NeRd still beats the baselines even when only 20% of the program annotations are given.",,,"['More', 'importantly,', 'NeRd', 'still', 'beats', 'the', 'baselines', 'even', 'when', 'only', '20%', 'of', 'the', 'program', 'annotations', 'are', 'given.']",,,,S,"['ADVP', ',', 'NP', 'ADVP', 'VP', '.']"
