,text,src,Type,misc,ID,ann_section,ann_source,class
957,dl-alpha-tocopheryl acetate,1,Abstract,ss_i,11737955,test,gold,i
958,ascorbic acid,1,Abstract,ss_i,11737955,test,gold,i
959,beta-carotene,1,Abstract,ss_i,11737955,test,gold,i
960,placebo,1,Abstract,ss_i,11737955,test,gold,i
961,dl-alpha-tocopheryl acetate,1,Abstract,hl_i,11737955,test,gold,i
962,ascorbic acid,1,Abstract,hl_i,11737955,test,gold,i
963,beta-carotene,1,Abstract,hl_i,11737955,test,gold,i
964,placebo,1,Abstract,hl_i,11737955,test,gold,i
966,Antipyrine,3,Abstract,ss_i,11737955,test,gold,i
967,Antipyrine,3,Abstract,ss_o,11737955,test,gold,o
968,oxidative stress .,3,Abstract,ss_o,11737955,test,gold,o
969,Antipyrine,3,Abstract,hl_i,11737955,test,gold,i
970,Antipyrine,4,Abstract,ss_i,11737955,test,gold,i
971,Antipyrine,4,Abstract,ss_o,11737955,test,gold,o
972,para- and ortho-hydroxyantipyrine .,4,Abstract,ss_o,11737955,test,gold,o
975,para- and ortho-hydroxyantipyrine to antipyrine .,7,Abstract,ss_o,11737955,test,gold,o
976,para- and ortho-hydroxyantipyrine to antipyrine .,7,Abstract,hl_o,11737955,test,gold,o
977,thiobarbituric acid reactive substances in plasma .,8,Abstract,ss_o,11737955,test,gold,o
978,thiobarbituric acid reactive substances in plasma .,8,Abstract,hl_o,11737955,test,gold,o
979,60-year-old subjects,9,Abstract,ss_p,11737955,test,gold,p
980,antioxidant supplementation,9,Abstract,ss_i,11737955,test,gold,i
981,free radical products of antipyrine .,9,Abstract,ss_o,11737955,test,gold,o
982,60-year-old subjects,9,Abstract,hl_p,11737955,test,gold,p
983,antioxidant supplementation,9,Abstract,hl_i,11737955,test,gold,i
984,free radical products of antipyrine .,9,Abstract,hl_o,11737955,test,gold,o
985,the 60-year-old,0,Title,ss_p,11737955,test,gold,p
986,Antioxidant supplementation,0,Title,ss_i,11737955,test,gold,i
987,antipyrine hydroxylates .,0,Title,ss_i,11737955,test,gold,i
988,exercise-induced oxidative stress,0,Title,ss_o,11737955,test,gold,o
989,the 60-year-old,0,Title,hl_p,11737955,test,gold,p
990,Antioxidant supplementation,0,Title,hl_i,11737955,test,gold,i
991,antipyrine,0,Title,hl_i,11737955,test,gold,i
992,patients with recently diagnosed rheumatoid arthritis ( RA ),0,Abstract,ss_p,11750293,test,gold,p
993,predictors of depression .,0,Abstract,ss_o,11750293,test,gold,o
994,patients with recently diagnosed rheumatoid arthritis ( RA ),0,Abstract,hl_p,11750293,test,gold,p
995,depression .,0,Abstract,hl_o,11750293,test,gold,o
996,Twenty-two patients with a history of recently diagnosed RA of less than 2 years,1,Abstract,ss_p,11750293,test,gold,p
997,clinical outcome and process measures,1,Abstract,ss_o,11750293,test,gold,o
998,Twenty-two patients with a history of recently diagnosed RA of less than 2 years,1,Abstract,hl_p,11750293,test,gold,p
999,clinical outcome and process measures,1,Abstract,hl_o,11750293,test,gold,o
1000,22 patients,2,Abstract,ss_p,11750293,test,gold,p
1001,standard outpatient clinic treatment,2,Abstract,ss_i,11750293,test,gold,i
1002,22 patients,2,Abstract,hl_p,11750293,test,gold,p
1003,standard outpatient clinic treatment,2,Abstract,hl_i,11750293,test,gold,i
1005,predict depression,4,Abstract,ss_o,11750293,test,gold,o
1006,predict depression,4,Abstract,hl_o,11750293,test,gold,o
1007,"initial level of depression , disability , pain , beliefs about the consequences of arthritis and coping strategies .",5,Abstract,ss_o,11750293,test,gold,o
1008,"depression , disability , pain , beliefs about the consequences of arthritis and coping strategies .",5,Abstract,hl_o,11750293,test,gold,o
1010,recent onset RA .,7,Abstract,ss_p,11750293,test,gold,p
1011,recent onset rheumatoid arthritis :,0,Title,ss_p,11750293,test,gold,p
1012,role,0,Title,ss_o,11750293,test,gold,o
1013,"disability , illness perceptions , pain and coping .",0,Title,ss_o,11750293,test,gold,o
1014,recent onset rheumatoid arthritis :,0,Title,hl_p,11750293,test,gold,p
1015,disability,0,Title,hl_o,11750293,test,gold,o
1016,illness perceptions,0,Title,hl_o,11750293,test,gold,o
1017,pain,0,Title,hl_o,11750293,test,gold,o
1018,coping,0,Title,hl_o,11750293,test,gold,o
1019,Eighteen patients who had undergone stoma surgery,0,Abstract,ss_p,11829043,test,gold,p
1020,anxiety level and self-reported quality of life ( QoL ),0,Abstract,ss_o,11829043,test,gold,o
1021,Eighteen patients who had undergone stoma surgery,0,Abstract,hl_p,11829043,test,gold,p
1022,anxiety level and self-reported quality of life ( QoL ),0,Abstract,hl_o,11829043,test,gold,o
1024,progressive muscle relaxation training ( PMRT ),2,Abstract,ss_i,11829043,test,gold,i
1025,progressive muscle relaxation training ( PMRT ),2,Abstract,hl_i,11829043,test,gold,i
1026,"Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) .",3,Abstract,ss_o,11829043,test,gold,o
1027,"Chinese State-Trait Anxiety Inventory ( C-STAI ) , the Quality of Life Index for Colostomy ( QoL-Colostomy ) and the Hong Kong Chinese version of the World Health Organisation Quality of Life Scale ( WHOQoL ) .",3,Abstract,hl_o,11829043,test,gold,o
1028,C-STAI score,4,Abstract,ss_o,11829043,test,gold,o
1029,WHOQoL score,4,Abstract,ss_o,11829043,test,gold,o
1030,C-STAI score,4,Abstract,hl_o,11829043,test,gold,o
1031,WHOQoL score,4,Abstract,hl_o,11829043,test,gold,o
1032,WHOQoL,5,Abstract,ss_o,11829043,test,gold,o
1033,QoL,5,Abstract,ss_o,11829043,test,gold,o
1034,WHOQoL,5,Abstract,hl_o,11829043,test,gold,o
1035,QoL,5,Abstract,hl_o,11829043,test,gold,o
1036,QoL-Colostomy,6,Abstract,ss_o,11829043,test,gold,o
1037,QoL-Colostomy,6,Abstract,hl_o,11829043,test,gold,o
1038,patients after stoma surgery .,7,Abstract,ss_p,11829043,test,gold,p
1039,PMRT,7,Abstract,ss_i,11829043,test,gold,i
1040,quality of life,7,Abstract,ss_o,11829043,test,gold,o
1041,anxiety,7,Abstract,ss_o,11829043,test,gold,o
1042,patients after stoma surgery .,7,Abstract,hl_p,11829043,test,gold,p
1043,PMRT,7,Abstract,hl_i,11829043,test,gold,i
1044,quality of life,7,Abstract,hl_o,11829043,test,gold,o
1045,anxiety,7,Abstract,hl_o,11829043,test,gold,o
1046,patients after stoma surgery .,0,Title,ss_p,11829043,test,gold,p
1047,progressive muscle relaxation training,0,Title,ss_i,11829043,test,gold,i
1048,patients after stoma surgery .,0,Title,hl_p,11829043,test,gold,p
1049,progressive muscle relaxation training,0,Title,hl_i,11829043,test,gold,i
1050,44 patients with inclusion body myositis,0,Abstract,ss_p,11891832,test,gold,p
1051,methotrexate,0,Abstract,ss_i,11891832,test,gold,i
1052,disease progression,0,Abstract,ss_o,11891832,test,gold,o
1053,44 patients with inclusion body myositis,0,Abstract,hl_p,11891832,test,gold,p
1054,methotrexate,0,Abstract,hl_i,11891832,test,gold,i
1055,disease progression,0,Abstract,hl_o,11891832,test,gold,o
1056,Mean change of quantitative muscle strength testing sum scores,1,Abstract,ss_o,11891832,test,gold,o
1057,Mean change of quantitative muscle strength testing sum scores,1,Abstract,hl_o,11891832,test,gold,o
1058,methotrexate,2,Abstract,ss_i,11891832,test,gold,i
1059,placebo,2,Abstract,ss_i,11891832,test,gold,i
1060,Quantitative muscle strength testing sum scores,2,Abstract,ss_o,11891832,test,gold,o
1061,methotrexate,2,Abstract,hl_i,11891832,test,gold,i
1062,placebo,2,Abstract,hl_i,11891832,test,gold,i
1063,Quantitative muscle strength testing sum scores,2,Abstract,hl_o,11891832,test,gold,o
1064,"manual muscle testing sum scores , activity scale scores and patients ' own assessments",3,Abstract,ss_o,11891832,test,gold,o
1065,"manual muscle testing sum scores , activity scale scores and patients ' own assessments",3,Abstract,hl_o,11891832,test,gold,o
1066,methotrexate,4,Abstract,ss_i,11891832,test,gold,i
1067,Serum creatine kinase activity,4,Abstract,ss_o,11891832,test,gold,o
1068,methotrexate,4,Abstract,hl_i,11891832,test,gold,i
1069,Serum creatine kinase activity,4,Abstract,hl_o,11891832,test,gold,o
1070,methotrexate,5,Abstract,ss_i,11891832,test,gold,i
1071,progression of muscle weakness,5,Abstract,ss_o,11891832,test,gold,o
1072,serum creatine kinase activity .,5,Abstract,ss_o,11891832,test,gold,o
1073,methotrexate,5,Abstract,hl_i,11891832,test,gold,i
1074,progression of muscle weakness,5,Abstract,hl_o,11891832,test,gold,o
1075,serum creatine kinase activity .,5,Abstract,hl_o,11891832,test,gold,o
1076,inclusion body myositis,0,Title,ss_p,11891832,test,gold,p
1077,methotrexate,0,Title,ss_i,11891832,test,gold,i
1078,placebo .,0,Title,ss_i,11891832,test,gold,i
1079,weakness progression,0,Title,ss_o,11891832,test,gold,o
1080,inclusion body myositis,0,Title,hl_p,11891832,test,gold,p
1081,methotrexate,0,Title,hl_i,11891832,test,gold,i
1082,placebo .,0,Title,hl_i,11891832,test,gold,i
1083,weakness progression,0,Title,hl_o,11891832,test,gold,o
1084,pterygium .,0,Abstract,ss_p,12139812,test,gold,p
1085,limbal epithelial autograft transplantation,0,Abstract,ss_i,12139812,test,gold,i
1086,pterygium excision,0,Abstract,ss_i,12139812,test,gold,i
1087,therapeutic effects,0,Abstract,ss_o,12139812,test,gold,o
1088,pterygium .,0,Abstract,hl_p,12139812,test,gold,p
1089,limbal epithelial autograft transplantation,0,Abstract,hl_i,12139812,test,gold,i
1090,pterygium excision,0,Abstract,hl_i,12139812,test,gold,i
1092,208 patients ( 229 eyes ) with initial pterygium,2,Abstract,ss_p,12139812,test,gold,p
1093,excision of pterygium,2,Abstract,ss_i,12139812,test,gold,i
1094,limbal epithelial autograft transplantation surgery,2,Abstract,ss_i,12139812,test,gold,i
1095,simple pterygium excision,2,Abstract,ss_i,12139812,test,gold,i
1096,208 patients,2,Abstract,hl_p,12139812,test,gold,p
1097,initial pterygium,2,Abstract,hl_p,12139812,test,gold,p
1098,excision of pterygium,2,Abstract,hl_i,12139812,test,gold,i
1099,limbal epithelial autograft transplantation surgery,2,Abstract,hl_i,12139812,test,gold,i
1100,simple pterygium excision,2,Abstract,hl_i,12139812,test,gold,i
1101,corneal transparency with stable epithelial healing and no abnormal proliferation of pterygium-like tissue .,3,Abstract,ss_o,12139812,test,gold,o
1102,epithelial healing,3,Abstract,hl_o,12139812,test,gold,o
1103,abnormal proliferation of pterygium-like tissue .,3,Abstract,hl_o,12139812,test,gold,o
1107,pterygium .,7,Abstract,ss_p,12139812,test,gold,p
1108,limbal epithelial autograft transplantation,7,Abstract,ss_i,12139812,test,gold,i
1109,limbal epithelial autograft transplantation,7,Abstract,hl_i,12139812,test,gold,i
1110,pterygium ],0,Title,ss_p,12139812,test,gold,p
1111,[ Limbal epithelial autograft transplantation,0,Title,ss_i,12139812,test,gold,i
1112,pterygium,0,Title,hl_p,12139812,test,gold,p
1113,[ Limbal epithelial autograft transplantation,0,Title,hl_i,12139812,test,gold,i
1114,Reichert AT550 .,0,Abstract,ss_i,12477021,test,gold,i
1115,level of accuracy,0,Abstract,ss_o,12477021,test,gold,o
1116,measurements of intra-ocular pressure ( IOP ),0,Abstract,ss_o,12477021,test,gold,o
1117,Reichert AT550 .,0,Abstract,hl_i,12477021,test,gold,i
1118,level of accuracy,0,Abstract,hl_o,12477021,test,gold,o
1119,measurements,0,Abstract,hl_o,12477021,test,gold,o
1120,"Reichert Xpert Plus , Goldmann applanation tonometer",1,Abstract,ss_i,12477021,test,gold,i
1121,Perkins tonometer .,1,Abstract,ss_i,12477021,test,gold,i
1122,Reichert Xpert Plus,1,Abstract,hl_i,12477021,test,gold,i
1123,Goldmann applanation tonometer,1,Abstract,hl_i,12477021,test,gold,i
1124,Perkins tonometer .,1,Abstract,hl_i,12477021,test,gold,i
1125,Thirty-five university students were assessed,2,Abstract,ss_p,12477021,test,gold,p
1126,Thirty-five university students were assessed,2,Abstract,hl_p,12477021,test,gold,p
1128,IOP,4,Abstract,ss_o,12477021,test,gold,o
1129,AT550 NCT,5,Abstract,ss_i,12477021,test,gold,i
1130,Goldmann tonometer,5,Abstract,ss_i,12477021,test,gold,i
1131,AT550 NCT,5,Abstract,hl_i,12477021,test,gold,i
1132,Goldmann tonometer,5,Abstract,hl_i,12477021,test,gold,i
1133,AT550 NCT,6,Abstract,ss_i,12477021,test,gold,i
1134,Goldmann tonometry,6,Abstract,ss_i,12477021,test,gold,i
1135,IOP,6,Abstract,ss_o,12477021,test,gold,o
1136,IOP,6,Abstract,ss_o,12477021,test,gold,o
1137,AT550 NCT,6,Abstract,hl_i,12477021,test,gold,i
1138,Goldmann tonometry,6,Abstract,hl_i,12477021,test,gold,i
1139,IOP,6,Abstract,hl_o,12477021,test,gold,o
1140,Reichert AT550 :,0,Title,ss_i,12477021,test,gold,i
1141,Clinical performance,0,Title,ss_o,12477021,test,gold,o
1142,Reichert AT550 :,0,Title,hl_i,12477021,test,gold,i
1143,Clinical performance,0,Title,hl_o,12477021,test,gold,o
1144,Internal stenting,0,Abstract,ss_i,12576806,test,gold,i
1145,Internal stenting,0,Abstract,hl_i,12576806,test,gold,i
1147,stent,2,Abstract,ss_i,12576806,test,gold,i
1148,stenting,3,Abstract,ss_i,12576806,test,gold,i
1149,optimum duration of stenting,3,Abstract,ss_o,12576806,test,gold,o
1150,stenting,3,Abstract,hl_i,12576806,test,gold,i
1151,optimum duration of stenting,3,Abstract,hl_o,12576806,test,gold,o
1152,A total of 57 consecutive patients with primary ureteropelvic junction obstruction,4,Abstract,ss_p,12576806,test,gold,p
1153,7/14Fr internal endopyelotomy stent placement,4,Abstract,ss_i,12576806,test,gold,i
1154,57,4,Abstract,hl_p,12576806,test,gold,p
1155,patients with primary ureteropelvic junction obstruction,4,Abstract,hl_p,12576806,test,gold,p
1156,7/14Fr internal endopyelotomy stent placement,4,Abstract,hl_i,12576806,test,gold,i
1157,symptom based questionnaire,5,Abstract,ss_o,12576806,test,gold,o
1158,diuretic scanning,6,Abstract,ss_o,12576806,test,gold,o
1159,diuretic renography .,6,Abstract,ss_o,12576806,test,gold,o
1161,symptoms and ipsilateral glomerular filtration rate .,8,Abstract,ss_o,12576806,test,gold,o
1162,symptoms,8,Abstract,hl_o,12576806,test,gold,o
1163,ipsilateral glomerular filtration rate .,8,Abstract,hl_o,12576806,test,gold,o
1165,drainage pattern .,10,Abstract,ss_o,12576806,test,gold,o
1166,drainage pattern .,10,Abstract,hl_o,12576806,test,gold,o
1168,Stent,12,Abstract,ss_i,12576806,test,gold,i
1169,Stent related symptoms,12,Abstract,ss_o,12576806,test,gold,o
1170,urinary tract infections,12,Abstract,ss_o,12576806,test,gold,o
1171,Stent related symptoms,12,Abstract,hl_o,12576806,test,gold,o
1172,urinary tract infections,12,Abstract,hl_o,12576806,test,gold,o
1174,endopyelotomy,14,Abstract,ss_p,12576806,test,gold,p
1175,duration,14,Abstract,ss_o,12576806,test,gold,o
1176,stent related complications .,14,Abstract,ss_o,12576806,test,gold,o
1177,duration,14,Abstract,hl_o,12576806,test,gold,o
1178,stent related complications .,14,Abstract,hl_o,12576806,test,gold,o
1179,endopyelotomy,0,Title,ss_p,12576806,test,gold,p
1180,stenting,0,Title,ss_i,12576806,test,gold,i
1181,endopyelotomy,0,Title,ss_i,12576806,test,gold,i
1182,duration,0,Title,ss_o,12576806,test,gold,o
1183,stenting,0,Title,hl_i,12576806,test,gold,i
1185,patients with advanced NPC .,1,Abstract,ss_p,12586799,test,gold,p
1186,concurrent chemoradiotherapy ( CCRT ),1,Abstract,ss_i,12586799,test,gold,i
1187,radiotherapy ( RT ),1,Abstract,ss_i,12586799,test,gold,i
1188,patients with advanced NPC .,1,Abstract,hl_p,12586799,test,gold,p
1189,concurrent chemoradiotherapy ( CCRT ),1,Abstract,hl_i,12586799,test,gold,i
1190,radiotherapy ( RT ),1,Abstract,hl_i,12586799,test,gold,i
1191,"From December 1993 to April 1999 , 284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC",2,Abstract,ss_p,12586799,test,gold,p
1192,From December 1993 to April 1999,2,Abstract,hl_p,12586799,test,gold,p
1193,284 patients with 1992 American Joint Committee on Cancer stage III to IV ( M0 ) NPC,2,Abstract,hl_p,12586799,test,gold,p
1194,RT,3,Abstract,ss_i,12586799,test,gold,i
1195,chemotherapy,4,Abstract,ss_i,12586799,test,gold,i
1196,cisplatin,4,Abstract,ss_i,12586799,test,gold,i
1197,fluorouracil,4,Abstract,ss_i,12586799,test,gold,i
1198,RT .,4,Abstract,ss_i,12586799,test,gold,i
1199,chemotherapy,4,Abstract,hl_i,12586799,test,gold,i
1200,cisplatin,4,Abstract,hl_i,12586799,test,gold,i
1201,fluorouracil,4,Abstract,hl_i,12586799,test,gold,i
1202,Survival analysis was estimated by the Kaplan-Meier method and compared by the log-rank test .,5,Abstract,ss_o,12586799,test,gold,o
1203,Survival analysis,5,Abstract,hl_o,12586799,test,gold,o
1205,CCRT,7,Abstract,ss_i,12586799,test,gold,i
1206,RT-alone,7,Abstract,ss_i,12586799,test,gold,i
1207,tumor relapse,7,Abstract,ss_o,12586799,test,gold,o
1208,CCRT,7,Abstract,hl_i,12586799,test,gold,i
1209,RT-alone,7,Abstract,hl_i,12586799,test,gold,i
1210,tumor relapse,7,Abstract,hl_o,12586799,test,gold,o
1211,CCRT,8,Abstract,ss_i,12586799,test,gold,i
1212,RT-only,8,Abstract,ss_i,12586799,test,gold,i
1213,5-year overall survival rates,8,Abstract,ss_o,12586799,test,gold,o
1214,CCRT,8,Abstract,hl_i,12586799,test,gold,i
1215,RT-only,8,Abstract,hl_i,12586799,test,gold,i
1216,5-year overall survival rates,8,Abstract,hl_o,12586799,test,gold,o
1217,CCRT,9,Abstract,ss_i,12586799,test,gold,i
1218,RT-only,9,Abstract,ss_i,12586799,test,gold,i
1219,5-year progression-free survival rates,9,Abstract,ss_o,12586799,test,gold,o
1220,CCRT,9,Abstract,hl_i,12586799,test,gold,i
1221,RT-only,9,Abstract,hl_i,12586799,test,gold,i
1222,5-year progression-free survival rates,9,Abstract,hl_o,12586799,test,gold,o
1223,CCRT,10,Abstract,ss_i,12586799,test,gold,i
1224,toxicity,10,Abstract,ss_o,12586799,test,gold,o
1225,leukopenia and emesis,10,Abstract,ss_o,12586799,test,gold,o
1226,CCRT,10,Abstract,hl_i,12586799,test,gold,i
1227,toxicity,10,Abstract,hl_o,12586799,test,gold,o
1228,leukopenia,10,Abstract,hl_o,12586799,test,gold,o
1229,emesis,10,Abstract,hl_o,12586799,test,gold,o
1230,concurrent chemotherapy,11,Abstract,ss_i,12586799,test,gold,i
1231,treatment-related deaths,12,Abstract,ss_o,12586799,test,gold,o
1232,treatment-related deaths,12,Abstract,hl_o,12586799,test,gold,o
1233,patients with advanced NPC in endemic areas .,13,Abstract,ss_p,12586799,test,gold,p
1234,CCRT,13,Abstract,ss_i,12586799,test,gold,i
1235,RT,13,Abstract,ss_i,12586799,test,gold,i
1236,patients with advanced NPC,13,Abstract,hl_p,12586799,test,gold,p
1237,CCRT,13,Abstract,hl_i,12586799,test,gold,i
1238,RT,13,Abstract,hl_i,12586799,test,gold,i
1239,advanced nasopharyngeal carcinoma :,0,Title,ss_p,12586799,test,gold,p
1240,concurrent chemoradiotherapy,0,Title,ss_i,12586799,test,gold,i
1241,radiotherapy,0,Title,ss_i,12586799,test,gold,i
1242,effect,0,Title,ss_o,12586799,test,gold,o
1243,overall and progression-free survival .,0,Title,ss_o,12586799,test,gold,o
1244,advanced nasopharyngeal carcinoma :,0,Title,hl_p,12586799,test,gold,p
1245,concurrent chemoradiotherapy,0,Title,hl_i,12586799,test,gold,i
1246,radiotherapy,0,Title,hl_i,12586799,test,gold,i
1247,overall and progression-free survival .,0,Title,hl_o,12586799,test,gold,o
1248,people with diabetes,0,Abstract,ss_p,12595499,test,gold,p
1249,progress from microalbuminuria,0,Abstract,ss_o,12595499,test,gold,o
1250,clinical proteinuria,0,Abstract,ss_o,12595499,test,gold,o
1251,renal insufficiency .,0,Abstract,ss_o,12595499,test,gold,o
1252,people with diabetes,0,Abstract,hl_p,12595499,test,gold,p
1254,ramipril 's,2,Abstract,ss_i,12595499,test,gold,i
1255,placebo,2,Abstract,ss_i,12595499,test,gold,i
1256,changes of proteinuria,2,Abstract,ss_o,12595499,test,gold,o
1257,ramipril 's,2,Abstract,hl_i,12595499,test,gold,i
1258,placebo,2,Abstract,hl_i,12595499,test,gold,i
1259,7674 participants with albuminuria data at baseline and at follow-up .,3,Abstract,ss_p,12595499,test,gold,p
1260,7674 participants with albuminuria data at baseline and at follow-up,3,Abstract,hl_p,12595499,test,gold,p
1261,"Inclusion criteria were known vascular disease or diabetes plus one other cardiovascular risk factor , exclusion criteria included heart failure or known impaired left ventricular function , dipstick-positive proteinuria ( > 1+ ) , and serum creatinine > 2.3 mg/dl ( 200 microM ) .",4,Abstract,ss_p,12595499,test,gold,p
1262,clinical proteinuria,5,Abstract,ss_o,12595499,test,gold,o
1263,clinical proteinuria,5,Abstract,hl_o,12595499,test,gold,o
1264,progression of albuminuria,6,Abstract,ss_o,12595499,test,gold,o
1265,new microalbuminuria or new clinical proteinuria ),6,Abstract,ss_o,12595499,test,gold,o
1266,new microalbuminuria,6,Abstract,ss_o,12595499,test,gold,o
1267,clinical proteinuria .,6,Abstract,ss_o,12595499,test,gold,o
1268,progression of albuminuria,6,Abstract,hl_o,12595499,test,gold,o
1269,microalbuminuria,6,Abstract,hl_o,12595499,test,gold,o
1270,clinical proteinuria .,6,Abstract,hl_o,12595499,test,gold,o
1271,Ramipril,7,Abstract,ss_i,12595499,test,gold,i
1272,progression,7,Abstract,ss_o,12595499,test,gold,o
1273,Ramipril,7,Abstract,hl_i,12595499,test,gold,i
1274,progression,7,Abstract,hl_o,12595499,test,gold,o
1275,People without and with diabetes who are at high risk for cardiovascular disease,8,Abstract,ss_p,12595499,test,gold,p
1276,albuminuria .,8,Abstract,ss_o,12595499,test,gold,o
1277,albuminuria .,8,Abstract,hl_o,12595499,test,gold,o
1278,nondiabetic and in diabetic people .,9,Abstract,ss_p,12595499,test,gold,p
1279,clinical proteinuria,9,Abstract,ss_o,12595499,test,gold,o
1280,nondiabetic and in diabetic people .,9,Abstract,hl_p,12595499,test,gold,p
1281,Ramipril,10,Abstract,ss_i,12595499,test,gold,i
1282,progression of albuminuria .,10,Abstract,ss_o,12595499,test,gold,o
1283,Ramipril,10,Abstract,hl_i,12595499,test,gold,i
1284,progression of albuminuria .,10,Abstract,hl_o,12595499,test,gold,o
1285,in people at high cardiovascular risk :,0,Title,ss_p,12595499,test,gold,p
1286,Development of renal disease,0,Title,ss_o,12595499,test,gold,o
1287,people at high cardiovascular risk,0,Title,hl_p,12595499,test,gold,p
1288,for colonoscopy,0,Abstract,ss_p,12709693,test,gold,p
1289,remifentanil,0,Abstract,ss_i,12709693,test,gold,i
1290,propofol,0,Abstract,ss_i,12709693,test,gold,i
1291,"midazolam , fentanyl",0,Abstract,ss_i,12709693,test,gold,i
1292,propofol .,0,Abstract,ss_i,12709693,test,gold,i
1293,effective,0,Abstract,ss_o,12709693,test,gold,o
1294,remifentanil,0,Abstract,hl_i,12709693,test,gold,i
1295,propofol,0,Abstract,hl_i,12709693,test,gold,i
1296,midazolam,0,Abstract,hl_i,12709693,test,gold,i
1297,fentanyl,0,Abstract,hl_i,12709693,test,gold,i
1298,propofol,0,Abstract,hl_i,12709693,test,gold,i
1299,100 adult patients,1,Abstract,ss_p,12709693,test,gold,p
1300,100 adult patients,1,Abstract,hl_p,12709693,test,gold,p
1301,remifentanil,2,Abstract,ss_i,12709693,test,gold,i
1302,propofol,2,Abstract,ss_i,12709693,test,gold,i
1303,remifentanil,2,Abstract,hl_i,12709693,test,gold,i
1304,propofol,2,Abstract,hl_i,12709693,test,gold,i
1305,fentanyl,3,Abstract,ss_i,12709693,test,gold,i
1306,midazolam,3,Abstract,ss_i,12709693,test,gold,i
1307,propofol,3,Abstract,ss_i,12709693,test,gold,i
1308,fentanyl,3,Abstract,hl_i,12709693,test,gold,i
1309,midazolam,3,Abstract,hl_i,12709693,test,gold,i
1310,propofol,3,Abstract,hl_i,12709693,test,gold,i
1311,Cardiorespiratory parameters and bispectral index were monitored and recorded .,4,Abstract,ss_o,12709693,test,gold,o
1312,Cardiorespiratory parameters,4,Abstract,hl_o,12709693,test,gold,o
1313,bispectral index,4,Abstract,hl_o,12709693,test,gold,o
1314,"The quality of the analgesia was assessed with a Numerical Pain Rating Scale ( NRS ) ; recovery level and return of psychomotor efficiency were evaluated with , respectively , the Aldrete scale and a Modified Post Anesthesia Discharge Scoring ( MPADS ) system .",5,Abstract,ss_o,12709693,test,gold,o
1315,Numerical Pain Rating Scale ( NRS ),5,Abstract,hl_o,12709693,test,gold,o
1316,recovery level,5,Abstract,hl_o,12709693,test,gold,o
1317,return of psychomotor efficiency,5,Abstract,hl_o,12709693,test,gold,o
1318,Aldrete scale,5,Abstract,hl_o,12709693,test,gold,o
1319,Modified Post Anesthesia Discharge Scoring ( MPADS ) system,5,Abstract,hl_o,12709693,test,gold,o
1321,( NRS,7,Abstract,ss_o,12709693,test,gold,o
1322,pain intensity score,8,Abstract,ss_o,12709693,test,gold,o
1323,pain intensity score,8,Abstract,hl_o,12709693,test,gold,o
1324,maximum MPADS score,9,Abstract,ss_o,12709693,test,gold,o
1325,maximum MPADS score,9,Abstract,hl_o,12709693,test,gold,o
1326,mean arterial pressure and heart rate and signs of respiratory depression,10,Abstract,ss_o,12709693,test,gold,o
1327,mean arterial pressure and heart rate and signs of respiratory depression,10,Abstract,hl_o,12709693,test,gold,o
1328,colonoscopy,11,Abstract,ss_p,12709693,test,gold,p
1329,remifentanil,11,Abstract,ss_i,12709693,test,gold,i
1330,propofol,11,Abstract,ss_i,12709693,test,gold,i
1331,sufficient analgesia,11,Abstract,ss_o,12709693,test,gold,o
1332,hemodynamic stability,11,Abstract,ss_o,12709693,test,gold,o
1333,respiratory depression,11,Abstract,ss_o,12709693,test,gold,o
1334,rapid recovery,11,Abstract,ss_o,12709693,test,gold,o
1335,remifentanil,11,Abstract,hl_i,12709693,test,gold,i
1336,propofol,11,Abstract,hl_i,12709693,test,gold,i
1337,analgesia,11,Abstract,hl_o,12709693,test,gold,o
1338,hemodynamic stability,11,Abstract,hl_o,12709693,test,gold,o
1339,respiratory depression,11,Abstract,hl_o,12709693,test,gold,o
1340,rapid recovery,11,Abstract,hl_o,12709693,test,gold,o
1341,outpatient colonoscopy .,0,Title,ss_p,12709693,test,gold,p
1342,remifentanil,0,Title,ss_i,12709693,test,gold,i
1343,propofol,0,Title,ss_i,12709693,test,gold,i
1344,"fentanyl , midazolam",0,Title,ss_i,12709693,test,gold,i
1345,propofol,0,Title,ss_i,12709693,test,gold,i
1346,outpatient colonoscopy .,0,Title,hl_p,12709693,test,gold,p
1347,remifentanil,0,Title,hl_i,12709693,test,gold,i
1348,propofol,0,Title,hl_i,12709693,test,gold,i
1349,fentanyl,0,Title,hl_i,12709693,test,gold,i
1350,midazolam,0,Title,hl_i,12709693,test,gold,i
1351,propofol,0,Title,hl_i,12709693,test,gold,i
1352,Twenty-nine IDDM patients with borderline hypertension,0,Abstract,ss_p,1286547,test,gold,p
1353,placebo,0,Abstract,ss_i,1286547,test,gold,i
1354,nitrendipine,0,Abstract,ss_i,1286547,test,gold,i
1355,Twenty-nine IDDM patients with borderline hypertension,0,Abstract,hl_p,1286547,test,gold,p
1356,placebo,0,Abstract,hl_i,1286547,test,gold,i
1357,nitrendipine,0,Abstract,hl_i,1286547,test,gold,i
1358,Nitrendipine,1,Abstract,ss_i,1286547,test,gold,i
